31,"select or (#,#)=(select*from(select name_const(CHAR(#,#,#,#,#,#,#,#,#),#),name_const(CHAR(#,#,#,#,#,#,#,#,#),#))a) -- and #=#"
2019-07-06 00:05:00,1
2019-07-06 00:30:00,1
2019-07-06 01:23:00,1
2019-07-06 02:19:00,1
2019-07-06 04:09:00,1
2019-07-06 04:37:00,1
2019-07-06 05:34:00,1
2019-07-06 08:29:00,1
2019-07-06 08:58:00,1
2019-07-06 09:27:00,1
2019-07-06 09:46:00,1
2019-07-06 10:10:00,1
2019-07-06 10:20:00,1
2019-07-06 10:33:00,1
2019-07-06 11:01:00,1
2019-07-06 11:11:00,1
2019-07-06 11:19:00,1
2019-07-06 11:59:00,1
2019-07-06 12:07:00,1
2019-07-06 12:45:00,1
2019-07-06 12:54:00,1
2019-07-06 13:17:00,1
2019-07-06 14:13:00,1
2019-07-06 15:08:00,1
2019-07-06 15:36:00,1
2019-07-06 17:08:00,1
2019-07-06 17:37:00,1
2019-07-06 18:34:00,1
2019-07-06 20:03:00,1
2019-07-06 22:11:00,1
2019-07-06 22:38:00,1
