81,select * from SpecLine where specObjId=#
2019-07-06 00:12:00,1
2019-07-06 00:13:00,1
2019-07-06 00:15:00,2
2019-07-06 00:20:00,2
2019-07-06 00:34:00,1
2019-07-06 00:35:00,1
2019-07-06 00:37:00,1
2019-07-06 00:57:00,1
2019-07-06 01:10:00,2
2019-07-06 01:11:00,1
2019-07-06 01:16:00,1
2019-07-06 01:21:00,1
2019-07-06 01:24:00,1
2019-07-06 01:34:00,1
2019-07-06 01:37:00,1
2019-07-06 01:41:00,2
2019-07-06 01:42:00,1
2019-07-06 01:43:00,1
2019-07-06 01:44:00,1
2019-07-06 01:46:00,1
2019-07-06 01:47:00,2
2019-07-06 01:53:00,1
2019-07-06 01:57:00,1
2019-07-06 02:00:00,2
2019-07-06 02:01:00,1
2019-07-06 02:02:00,1
2019-07-06 02:04:00,1
2019-07-06 02:05:00,1
2019-07-06 02:15:00,1
2019-07-06 02:17:00,1
2019-07-06 02:18:00,3
2019-07-06 02:21:00,1
2019-07-06 02:22:00,1
2019-07-06 02:24:00,1
2019-07-06 02:25:00,1
2019-07-06 02:26:00,1
2019-07-06 02:29:00,1
2019-07-06 02:30:00,1
2019-07-06 02:31:00,1
2019-07-06 02:34:00,1
2019-07-06 02:35:00,1
2019-07-06 02:36:00,1
2019-07-06 02:37:00,1
2019-07-06 02:39:00,1
2019-07-06 02:41:00,1
2019-07-06 02:48:00,1
2019-07-06 02:49:00,1
2019-07-06 02:52:00,1
2019-07-06 02:54:00,1
2019-07-06 03:00:00,1
2019-07-06 03:27:00,1
2019-07-06 03:28:00,1
2019-07-06 06:05:00,1
2019-07-06 06:09:00,1
2019-07-06 06:17:00,1
2019-07-06 06:20:00,1
2019-07-06 06:23:00,1
2019-07-06 07:23:00,1
2019-07-06 07:38:00,1
2019-07-06 08:16:00,1
2019-07-06 08:26:00,1
2019-07-06 08:42:00,1
2019-07-06 12:12:00,1
2019-07-06 12:19:00,1
2019-07-06 13:59:00,1
2019-07-06 15:03:00,1
2019-07-06 15:29:00,1
2019-07-06 16:11:00,1
2019-07-06 17:21:00,1
2019-07-06 17:22:00,1
2019-07-06 18:10:00,1
2019-07-06 21:41:00,1
2019-07-06 22:03:00,1
