23,select * from ELRedshift where specObjId=#
2019-07-06 00:20:00,1
2019-07-06 01:16:00,1
2019-07-06 02:02:00,1
2019-07-06 02:15:00,1
2019-07-06 02:21:00,1
2019-07-06 02:37:00,1
2019-07-06 02:42:00,1
2019-07-06 02:55:00,1
2019-07-06 03:28:00,1
2019-07-06 05:44:00,1
2019-07-06 05:56:00,1
2019-07-06 07:15:00,1
2019-07-06 07:22:00,2
2019-07-06 07:26:00,1
2019-07-06 08:58:00,1
2019-07-06 15:03:00,1
2019-07-06 16:11:00,1
2019-07-06 17:20:00,1
2019-07-06 17:22:00,2
2019-07-06 18:10:00,1
2019-07-06 22:28:00,1
