96,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-07-06 01:00:00,1
2019-07-06 12:31:00,1
2019-07-06 12:32:00,1
2019-07-06 12:33:00,1
2019-07-06 12:34:00,1
2019-07-06 12:35:00,10
2019-07-06 12:36:00,1
2019-07-06 12:37:00,1
2019-07-06 12:38:00,1
2019-07-06 12:39:00,1
2019-07-06 12:40:00,1
2019-07-06 12:41:00,1
2019-07-06 12:42:00,2
2019-07-06 13:30:00,1
2019-07-06 13:31:00,1
2019-07-06 13:32:00,1
2019-07-06 13:33:00,1
2019-07-06 13:34:00,1
2019-07-06 13:35:00,3
2019-07-06 13:36:00,1
2019-07-06 16:01:00,1
2019-07-06 19:31:00,1
2019-07-06 19:33:00,1
2019-07-06 19:34:00,1
2019-07-06 21:01:00,1
2019-07-06 21:02:00,1
2019-07-06 21:03:00,1
2019-07-06 21:04:00,2
2019-07-06 21:05:00,6
2019-07-06 21:06:00,1
2019-07-06 21:07:00,1
2019-07-06 21:08:00,1
2019-07-06 21:09:00,1
2019-07-06 21:31:00,1
2019-07-06 21:32:00,1
2019-07-06 21:33:00,1
2019-07-06 21:34:00,1
2019-07-06 21:35:00,21
2019-07-06 21:36:00,2
2019-07-06 21:37:00,1
2019-07-06 21:38:00,1
2019-07-06 21:39:00,1
2019-07-06 21:40:00,1
2019-07-06 21:41:00,1
2019-07-06 21:42:00,1
2019-07-06 21:43:00,1
2019-07-06 21:44:00,1
2019-07-06 21:45:00,1
2019-07-06 21:46:00,2
2019-07-06 21:47:00,1
2019-07-06 21:48:00,1
2019-07-06 21:49:00,1
2019-07-06 21:50:00,1
2019-07-06 21:51:00,1
2019-07-06 21:52:00,1
2019-07-06 21:53:00,1
