2221,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-12-08 12:43:00,28
2019-12-08 12:44:00,31
2019-12-08 12:45:00,29
2019-12-08 12:46:00,24
2019-12-08 12:47:00,23
2019-12-08 12:48:00,23
2019-12-08 12:49:00,25
2019-12-08 12:50:00,22
2019-12-08 12:51:00,21
2019-12-08 12:52:00,20
2019-12-08 12:53:00,18
2019-12-08 12:54:00,16
2019-12-08 12:55:00,16
2019-12-08 12:56:00,17
2019-12-08 12:57:00,18
2019-12-08 12:58:00,16
2019-12-08 12:59:00,17
2019-12-08 13:00:00,15
2019-12-08 13:01:00,17
2019-12-08 13:02:00,16
2019-12-08 13:03:00,17
2019-12-08 13:04:00,15
2019-12-08 13:05:00,17
2019-12-08 13:06:00,16
2019-12-08 13:07:00,15
2019-12-08 13:08:00,15
2019-12-08 13:09:00,16
2019-12-08 13:10:00,14
2019-12-08 13:11:00,15
2019-12-08 13:12:00,15
2019-12-08 13:13:00,14
2019-12-08 13:14:00,15
2019-12-08 13:15:00,14
2019-12-08 13:16:00,14
2019-12-08 13:17:00,13
2019-12-08 13:18:00,14
2019-12-08 13:19:00,13
2019-12-08 13:20:00,14
2019-12-08 13:21:00,13
2019-12-08 13:22:00,14
2019-12-08 13:23:00,13
2019-12-08 13:24:00,13
2019-12-08 13:25:00,13
2019-12-08 13:53:00,3
2019-12-08 13:54:00,35
2019-12-08 13:55:00,32
2019-12-08 13:56:00,30
2019-12-08 13:57:00,30
2019-12-08 13:58:00,27
2019-12-08 13:59:00,27
2019-12-08 14:00:00,22
2019-12-08 14:01:00,24
2019-12-08 14:02:00,24
2019-12-08 14:03:00,24
2019-12-08 14:04:00,22
2019-12-08 14:05:00,22
2019-12-08 14:06:00,21
2019-12-08 14:07:00,21
2019-12-08 14:08:00,20
2019-12-08 14:09:00,19
2019-12-08 14:10:00,21
2019-12-08 14:11:00,19
2019-12-08 14:12:00,19
2019-12-08 14:13:00,19
2019-12-08 14:14:00,18
2019-12-08 14:15:00,15
2019-12-08 14:16:00,12
2019-12-08 14:17:00,13
2019-12-08 14:18:00,12
2019-12-08 14:19:00,12
2019-12-08 14:20:00,13
2019-12-08 14:21:00,12
2019-12-08 14:22:00,11
2019-12-08 14:23:00,12
2019-12-08 14:24:00,11
2019-12-08 14:25:00,10
2019-12-08 14:26:00,10
2019-12-08 14:27:00,11
2019-12-08 14:28:00,10
2019-12-08 14:29:00,10
2019-12-08 14:30:00,9
2019-12-08 14:31:00,9
2019-12-08 14:32:00,8
2019-12-08 14:33:00,8
2019-12-08 14:34:00,8
2019-12-08 14:35:00,8
2019-12-08 14:36:00,7
2019-12-08 14:37:00,3
2019-12-08 14:48:00,27
2019-12-08 14:49:00,35
2019-12-08 14:50:00,31
2019-12-08 14:51:00,29
2019-12-08 14:52:00,26
2019-12-08 14:53:00,26
2019-12-08 14:54:00,24
2019-12-08 14:55:00,23
2019-12-08 14:56:00,23
2019-12-08 14:57:00,23
2019-12-08 14:58:00,23
2019-12-08 14:59:00,21
2019-12-08 15:00:00,18
2019-12-08 15:01:00,18
2019-12-08 15:02:00,13
2019-12-08 17:43:00,32
2019-12-08 17:44:00,35
2019-12-08 17:45:00,31
2019-12-08 17:46:00,31
2019-12-08 17:47:00,25
2019-12-08 17:48:00,16
2019-12-08 17:49:00,18
2019-12-08 17:50:00,15
2019-12-08 17:51:00,16
2019-12-08 17:52:00,15
2019-12-08 17:53:00,15
2019-12-08 17:54:00,13
2019-12-08 17:55:00,13
2019-12-08 17:56:00,12
2019-12-08 17:57:00,13
2019-12-08 17:58:00,11
2019-12-08 17:59:00,11
2019-12-08 18:00:00,10
2019-12-08 18:01:00,9
2019-12-08 18:02:00,9
2019-12-08 18:03:00,10
2019-12-08 18:04:00,8
2019-12-08 18:05:00,10
2019-12-08 18:06:00,6
