27,select * from ELRedshift where specObjId=#
2019-12-08 03:08:00,1
2019-12-08 03:58:00,1
2019-12-08 03:59:00,1
2019-12-08 05:17:00,1
2019-12-08 06:15:00,1
2019-12-08 06:26:00,1
2019-12-08 12:53:00,1
2019-12-08 14:20:00,1
2019-12-08 14:24:00,1
2019-12-08 14:56:00,1
2019-12-08 15:15:00,1
2019-12-08 16:27:00,1
2019-12-08 16:39:00,1
2019-12-08 16:49:00,1
2019-12-08 17:44:00,1
2019-12-08 18:04:00,1
2019-12-08 18:09:00,1
2019-12-08 19:04:00,1
2019-12-08 19:18:00,1
2019-12-08 20:11:00,1
2019-12-08 20:17:00,1
2019-12-08 20:39:00,1
2019-12-08 21:07:00,1
2019-12-08 21:57:00,1
2019-12-08 22:19:00,1
2019-12-08 22:28:00,1
2019-12-08 23:50:00,1
