1382,select * from XCRedshift where specObjId=#
2019-12-08 00:18:00,1
2019-12-08 01:18:00,1
2019-12-08 01:45:00,1
2019-12-08 02:48:00,1
2019-12-08 02:59:00,2
2019-12-08 03:09:00,2
2019-12-08 03:10:00,3
2019-12-08 03:11:00,2
2019-12-08 03:12:00,5
2019-12-08 03:13:00,3
2019-12-08 03:16:00,2
2019-12-08 03:29:00,1
2019-12-08 03:53:00,2
2019-12-08 03:57:00,2
2019-12-08 03:58:00,2
2019-12-08 03:59:00,1
2019-12-08 04:00:00,3
2019-12-08 04:02:00,1
2019-12-08 04:04:00,3
2019-12-08 04:05:00,1
2019-12-08 04:06:00,1
2019-12-08 04:08:00,1
2019-12-08 04:29:00,1
2019-12-08 04:30:00,1
2019-12-08 04:55:00,2
2019-12-08 04:56:00,7
2019-12-08 04:57:00,5
2019-12-08 04:58:00,3
2019-12-08 04:59:00,1
2019-12-08 05:04:00,5
2019-12-08 05:05:00,7
2019-12-08 05:06:00,3
2019-12-08 05:11:00,1
2019-12-08 05:21:00,1
2019-12-08 05:33:00,2
2019-12-08 05:49:00,2
2019-12-08 05:51:00,2
2019-12-08 05:55:00,1
2019-12-08 05:56:00,1
2019-12-08 05:57:00,2
2019-12-08 05:58:00,6
2019-12-08 05:59:00,15
2019-12-08 06:00:00,12
2019-12-08 06:01:00,4
2019-12-08 06:02:00,7
2019-12-08 06:03:00,5
2019-12-08 06:04:00,3
2019-12-08 06:05:00,5
2019-12-08 06:06:00,4
2019-12-08 06:07:00,12
2019-12-08 06:08:00,10
2019-12-08 06:09:00,14
2019-12-08 06:10:00,11
2019-12-08 06:11:00,16
2019-12-08 06:12:00,7
2019-12-08 06:13:00,8
2019-12-08 06:14:00,8
2019-12-08 06:15:00,8
2019-12-08 06:16:00,11
2019-12-08 06:17:00,6
2019-12-08 06:18:00,7
2019-12-08 06:19:00,6
2019-12-08 06:20:00,9
2019-12-08 06:21:00,3
2019-12-08 06:22:00,9
2019-12-08 06:23:00,7
2019-12-08 06:24:00,8
2019-12-08 06:38:00,8
2019-12-08 06:39:00,1
2019-12-08 06:54:00,6
2019-12-08 06:55:00,6
2019-12-08 06:56:00,5
2019-12-08 06:57:00,11
2019-12-08 06:58:00,2
2019-12-08 06:59:00,2
2019-12-08 07:00:00,2
2019-12-08 07:01:00,10
2019-12-08 07:02:00,9
2019-12-08 07:03:00,7
2019-12-08 07:04:00,2
2019-12-08 07:05:00,7
2019-12-08 07:06:00,1
2019-12-08 07:07:00,7
2019-12-08 07:08:00,5
2019-12-08 07:09:00,7
2019-12-08 07:10:00,6
2019-12-08 07:11:00,7
2019-12-08 07:12:00,7
2019-12-08 07:13:00,7
2019-12-08 07:14:00,7
2019-12-08 07:15:00,7
2019-12-08 07:16:00,5
2019-12-08 07:17:00,12
2019-12-08 07:18:00,8
2019-12-08 07:19:00,4
2019-12-08 07:20:00,7
2019-12-08 07:21:00,4
2019-12-08 07:22:00,5
2019-12-08 07:23:00,9
2019-12-08 07:24:00,10
2019-12-08 07:25:00,7
2019-12-08 07:26:00,6
2019-12-08 07:27:00,8
2019-12-08 07:28:00,4
2019-12-08 07:46:00,1
2019-12-08 07:47:00,11
2019-12-08 07:48:00,3
2019-12-08 07:49:00,5
2019-12-08 07:50:00,2
2019-12-08 07:51:00,4
2019-12-08 07:52:00,1
2019-12-08 07:55:00,2
2019-12-08 07:56:00,6
2019-12-08 07:57:00,1
2019-12-08 07:58:00,2
2019-12-08 08:00:00,2
2019-12-08 08:01:00,4
2019-12-08 08:02:00,2
2019-12-08 08:03:00,1
2019-12-08 08:04:00,5
2019-12-08 08:05:00,2
2019-12-08 08:19:00,1
