21,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-12-08 13:16:00,1
2019-12-08 13:48:00,1
2019-12-08 13:50:00,1
2019-12-08 13:51:00,1
2019-12-08 13:52:00,2
2019-12-08 13:56:00,1
2019-12-08 13:59:00,1
2019-12-08 14:29:00,1
2019-12-08 21:23:00,1
2019-12-08 21:26:00,1
2019-12-08 21:47:00,1
2019-12-08 22:02:00,1
2019-12-08 23:10:00,1
2019-12-08 23:12:00,1
2019-12-08 23:22:00,2
2019-12-08 23:28:00,1
2019-12-08 23:29:00,1
2019-12-08 23:31:00,1
2019-12-08 23:58:00,1
