23,select * from emissionLinesPort where specObjId=#
2019-12-08 00:37:00,1
2019-12-08 00:42:00,1
2019-12-08 03:13:00,1
2019-12-08 05:42:00,1
2019-12-08 06:14:00,1
2019-12-08 06:23:00,1
2019-12-08 06:42:00,1
2019-12-08 07:19:00,1
2019-12-08 07:27:00,1
2019-12-08 08:19:00,2
2019-12-08 08:21:00,2
2019-12-08 08:27:00,1
2019-12-08 09:39:00,1
2019-12-08 11:14:00,1
2019-12-08 14:48:00,1
2019-12-08 14:51:00,1
2019-12-08 16:12:00,1
2019-12-08 19:02:00,1
2019-12-08 21:39:00,1
2019-12-08 21:59:00,1
2019-12-08 23:54:00,1
