22,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-12-08 00:31:00,1
2019-12-08 03:11:00,1
2019-12-08 04:01:00,1
2019-12-08 05:04:00,2
2019-12-08 07:59:00,2
2019-12-08 08:46:00,1
2019-12-08 12:54:00,1
2019-12-08 13:52:00,1
2019-12-08 13:54:00,1
2019-12-08 14:15:00,1
2019-12-08 16:52:00,1
2019-12-08 17:07:00,1
2019-12-08 17:48:00,1
2019-12-08 20:43:00,1
2019-12-08 21:54:00,2
2019-12-08 22:53:00,1
2019-12-08 23:00:00,2
2019-12-08 23:02:00,1
