105,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-12-08 01:15:00,1
2019-12-08 01:23:00,1
2019-12-08 01:34:00,1
2019-12-08 01:50:00,1
2019-12-08 01:58:00,1
2019-12-08 02:20:00,1
2019-12-08 02:24:00,1
2019-12-08 02:41:00,1
2019-12-08 02:52:00,1
2019-12-08 02:54:00,1
2019-12-08 03:09:00,1
2019-12-08 03:10:00,1
2019-12-08 03:11:00,1
2019-12-08 03:15:00,1
2019-12-08 03:21:00,1
2019-12-08 03:27:00,1
2019-12-08 04:23:00,1
2019-12-08 04:31:00,1
2019-12-08 04:44:00,1
2019-12-08 04:46:00,1
2019-12-08 04:53:00,1
2019-12-08 05:00:00,1
2019-12-08 05:04:00,1
2019-12-08 06:02:00,1
2019-12-08 06:28:00,1
2019-12-08 07:31:00,1
2019-12-08 07:33:00,1
2019-12-08 07:36:00,1
2019-12-08 07:38:00,1
2019-12-08 07:40:00,1
2019-12-08 07:41:00,1
2019-12-08 07:43:00,1
2019-12-08 07:46:00,1
2019-12-08 10:06:00,1
2019-12-08 11:04:00,1
2019-12-08 11:06:00,1
2019-12-08 11:47:00,1
2019-12-08 12:58:00,1
2019-12-08 13:20:00,1
2019-12-08 13:43:00,1
2019-12-08 15:07:00,1
2019-12-08 15:11:00,1
2019-12-08 15:13:00,1
2019-12-08 15:18:00,1
2019-12-08 17:09:00,2
2019-12-08 17:11:00,1
2019-12-08 17:55:00,1
2019-12-08 17:59:00,1
2019-12-08 18:03:00,1
2019-12-08 18:06:00,2
2019-12-08 18:07:00,1
2019-12-08 18:18:00,1
2019-12-08 18:31:00,1
2019-12-08 18:32:00,1
2019-12-08 18:41:00,1
2019-12-08 18:42:00,2
2019-12-08 18:44:00,1
2019-12-08 18:47:00,1
2019-12-08 18:49:00,1
2019-12-08 18:50:00,1
2019-12-08 18:51:00,2
2019-12-08 18:52:00,1
2019-12-08 18:55:00,1
2019-12-08 18:57:00,1
2019-12-08 18:59:00,1
2019-12-08 19:00:00,1
2019-12-08 19:02:00,1
2019-12-08 19:04:00,1
2019-12-08 19:13:00,1
2019-12-08 19:21:00,1
2019-12-08 19:22:00,1
2019-12-08 19:38:00,1
2019-12-08 19:45:00,1
2019-12-08 19:46:00,1
2019-12-08 19:50:00,1
2019-12-08 20:07:00,1
2019-12-08 20:48:00,1
2019-12-08 20:51:00,1
2019-12-08 20:52:00,1
2019-12-08 21:03:00,1
2019-12-08 21:06:00,1
2019-12-08 21:07:00,1
2019-12-08 21:09:00,1
2019-12-08 21:18:00,1
2019-12-08 21:19:00,1
2019-12-08 21:27:00,1
2019-12-08 21:28:00,1
2019-12-08 21:29:00,1
2019-12-08 21:35:00,1
2019-12-08 21:37:00,2
2019-12-08 21:58:00,1
2019-12-08 22:12:00,1
2019-12-08 22:15:00,1
2019-12-08 22:21:00,1
2019-12-08 22:34:00,1
2019-12-08 23:09:00,1
2019-12-08 23:18:00,1
2019-12-08 23:34:00,1
2019-12-08 23:38:00,1
2019-12-08 23:48:00,1
