375,select * from SpecLineIndex where specObjId=#
2019-12-08 00:43:00,1
2019-12-08 01:31:00,1
2019-12-08 03:02:00,1
2019-12-08 03:09:00,2
2019-12-08 03:10:00,1
2019-12-08 03:43:00,1
2019-12-08 03:53:00,1
2019-12-08 04:01:00,1
2019-12-08 04:05:00,1
2019-12-08 04:06:00,1
2019-12-08 04:29:00,1
2019-12-08 04:57:00,1
2019-12-08 04:58:00,1
2019-12-08 05:04:00,1
2019-12-08 05:05:00,1
2019-12-08 05:06:00,1
2019-12-08 05:16:00,1
2019-12-08 05:33:00,1
2019-12-08 05:57:00,1
2019-12-08 05:58:00,5
2019-12-08 05:59:00,6
2019-12-08 06:00:00,7
2019-12-08 06:01:00,1
2019-12-08 06:02:00,2
2019-12-08 06:03:00,3
2019-12-08 06:06:00,2
2019-12-08 06:07:00,3
2019-12-08 06:08:00,3
2019-12-08 06:09:00,1
2019-12-08 06:10:00,2
2019-12-08 06:11:00,2
2019-12-08 06:12:00,3
2019-12-08 06:13:00,4
2019-12-08 06:14:00,3
2019-12-08 06:15:00,3
2019-12-08 06:16:00,2
2019-12-08 06:18:00,2
2019-12-08 06:19:00,2
2019-12-08 06:20:00,3
2019-12-08 06:21:00,1
2019-12-08 06:22:00,4
2019-12-08 06:23:00,4
2019-12-08 06:38:00,3
2019-12-08 06:40:00,1
2019-12-08 06:54:00,2
2019-12-08 06:55:00,2
2019-12-08 06:56:00,3
2019-12-08 06:57:00,2
2019-12-08 06:58:00,1
2019-12-08 06:59:00,1
2019-12-08 07:01:00,1
2019-12-08 07:02:00,2
2019-12-08 07:03:00,3
2019-12-08 07:08:00,2
2019-12-08 07:09:00,1
2019-12-08 07:10:00,1
2019-12-08 07:13:00,2
2019-12-08 07:14:00,5
2019-12-08 07:16:00,1
2019-12-08 07:17:00,1
2019-12-08 07:19:00,2
2019-12-08 07:21:00,2
2019-12-08 07:22:00,5
2019-12-08 07:23:00,3
2019-12-08 07:24:00,2
2019-12-08 07:27:00,2
2019-12-08 07:47:00,3
2019-12-08 07:48:00,1
2019-12-08 07:49:00,2
2019-12-08 07:50:00,1
2019-12-08 07:55:00,3
2019-12-08 07:56:00,3
2019-12-08 07:59:00,1
2019-12-08 08:00:00,1
2019-12-08 08:05:00,1
2019-12-08 08:35:00,1
2019-12-08 09:36:00,1
2019-12-08 10:55:00,1
2019-12-08 11:21:00,1
2019-12-08 11:50:00,2
2019-12-08 11:53:00,1
2019-12-08 12:49:00,1
2019-12-08 12:51:00,1
2019-12-08 12:52:00,1
2019-12-08 12:54:00,1
2019-12-08 13:50:00,1
2019-12-08 13:54:00,1
2019-12-08 13:55:00,1
2019-12-08 13:57:00,1
2019-12-08 14:39:00,1
2019-12-08 14:41:00,3
2019-12-08 14:42:00,2
2019-12-08 14:43:00,2
2019-12-08 14:44:00,2
2019-12-08 14:45:00,2
2019-12-08 14:47:00,2
2019-12-08 14:48:00,3
2019-12-08 14:49:00,1
2019-12-08 14:50:00,3
2019-12-08 14:51:00,3
2019-12-08 14:52:00,2
2019-12-08 14:53:00,2
2019-12-08 14:54:00,1
2019-12-08 14:55:00,2
2019-12-08 14:56:00,2
2019-12-08 14:57:00,4
2019-12-08 14:58:00,1
2019-12-08 14:59:00,1
2019-12-08 15:00:00,1
2019-12-08 15:01:00,4
2019-12-08 15:02:00,3
2019-12-08 15:03:00,3
2019-12-08 15:04:00,2
2019-12-08 15:05:00,6
2019-12-08 15:06:00,2
2019-12-08 15:07:00,1
2019-12-08 15:25:00,1
2019-12-08 15:52:00,1
2019-12-08 15:53:00,4
2019-12-08 15:54:00,1
2019-12-08 15:56:00,1
2019-12-08 15:57:00,4
2019-12-08 15:58:00,2
2019-12-08 15:59:00,2
2019-12-08 16:00:00,5
2019-12-08 16:01:00,1
2019-12-08 16:03:00,1
2019-12-08 16:04:00,2
2019-12-08 16:06:00,2
2019-12-08 16:07:00,1
2019-12-08 16:08:00,1
2019-12-08 16:09:00,1
2019-12-08 16:13:00,2
2019-12-08 16:14:00,1
2019-12-08 16:15:00,1
2019-12-08 16:27:00,1
2019-12-08 16:32:00,1
2019-12-08 16:48:00,1
2019-12-08 16:49:00,1
2019-12-08 16:50:00,1
2019-12-08 16:53:00,3
2019-12-08 16:54:00,1
2019-12-08 16:59:00,2
2019-12-08 17:00:00,1
2019-12-08 17:15:00,1
2019-12-08 17:16:00,2
2019-12-08 17:28:00,1
2019-12-08 17:37:00,1
2019-12-08 17:43:00,1
2019-12-08 18:13:00,1
2019-12-08 18:17:00,1
2019-12-08 18:25:00,1
2019-12-08 18:31:00,3
2019-12-08 18:39:00,1
2019-12-08 18:40:00,1
2019-12-08 18:41:00,1
2019-12-08 18:47:00,1
2019-12-08 18:49:00,1
2019-12-08 19:18:00,2
2019-12-08 19:19:00,1
2019-12-08 19:24:00,1
2019-12-08 19:29:00,1
2019-12-08 19:37:00,1
2019-12-08 19:48:00,1
2019-12-08 20:08:00,1
2019-12-08 20:13:00,1
2019-12-08 20:16:00,1
2019-12-08 20:17:00,1
2019-12-08 20:38:00,3
2019-12-08 20:59:00,1
2019-12-08 21:01:00,1
