3,"select p.objid as name, p.ra, p.dec from photoobj p, dbo.fgetNearByObjEq(#,#,#) n where p.objid=n.objid"
2019-12-08 07:29:00,1
2019-12-08 09:16:00,1
2019-12-08 09:26:00,1
