239,select * from fDocFunctionParams(&&&)
2019-12-08 00:56:00,4
2019-12-08 00:57:00,3
2019-12-08 01:50:00,3
2019-12-08 02:57:00,1
2019-12-08 02:58:00,2
2019-12-08 03:08:00,2
2019-12-08 03:11:00,1
2019-12-08 03:53:00,1
2019-12-08 03:55:00,1
2019-12-08 03:59:00,1
2019-12-08 04:54:00,1
2019-12-08 05:04:00,3
2019-12-08 05:57:00,5
2019-12-08 05:59:00,1
2019-12-08 06:01:00,1
2019-12-08 06:04:00,1
2019-12-08 06:08:00,1
2019-12-08 06:09:00,2
2019-12-08 06:12:00,3
2019-12-08 06:14:00,3
2019-12-08 06:15:00,3
2019-12-08 06:22:00,1
2019-12-08 06:32:00,2
2019-12-08 06:49:00,1
2019-12-08 06:56:00,2
2019-12-08 06:57:00,1
2019-12-08 07:05:00,5
2019-12-08 07:07:00,1
2019-12-08 07:08:00,3
2019-12-08 07:09:00,1
2019-12-08 07:11:00,2
2019-12-08 07:12:00,1
2019-12-08 07:18:00,3
2019-12-08 07:26:00,3
2019-12-08 07:48:00,2
2019-12-08 07:57:00,6
2019-12-08 08:00:00,3
2019-12-08 08:01:00,1
2019-12-08 08:02:00,1
2019-12-08 08:04:00,2
2019-12-08 08:09:00,2
2019-12-08 09:35:00,1
2019-12-08 10:10:00,1
2019-12-08 10:53:00,3
2019-12-08 11:46:00,1
2019-12-08 11:47:00,1
2019-12-08 11:55:00,2
2019-12-08 12:23:00,2
2019-12-08 12:47:00,3
2019-12-08 12:48:00,1
2019-12-08 13:04:00,1
2019-12-08 13:49:00,2
2019-12-08 13:50:00,3
2019-12-08 13:54:00,1
2019-12-08 14:39:00,3
2019-12-08 14:40:00,2
2019-12-08 14:41:00,4
2019-12-08 14:44:00,3
2019-12-08 14:46:00,3
2019-12-08 14:47:00,1
2019-12-08 14:48:00,5
2019-12-08 14:53:00,3
2019-12-08 15:25:00,3
2019-12-08 15:35:00,2
2019-12-08 15:56:00,2
2019-12-08 15:57:00,4
2019-12-08 15:58:00,2
2019-12-08 16:01:00,3
2019-12-08 16:04:00,2
2019-12-08 16:05:00,2
2019-12-08 16:12:00,2
2019-12-08 16:15:00,3
2019-12-08 16:26:00,1
2019-12-08 16:49:00,2
2019-12-08 16:50:00,1
2019-12-08 16:52:00,3
2019-12-08 16:58:00,5
2019-12-08 17:02:00,2
2019-12-08 17:53:00,1
2019-12-08 18:17:00,5
2019-12-08 18:38:00,2
2019-12-08 18:46:00,3
2019-12-08 18:47:00,1
2019-12-08 18:48:00,1
2019-12-08 19:48:00,1
2019-12-08 19:57:00,2
2019-12-08 20:07:00,1
2019-12-08 20:29:00,1
2019-12-08 20:38:00,6
2019-12-08 20:54:00,3
2019-12-08 21:02:00,3
2019-12-08 21:04:00,1
2019-12-08 21:08:00,1
2019-12-08 21:38:00,3
2019-12-08 21:39:00,4
2019-12-08 21:55:00,2
2019-12-08 21:57:00,2
2019-12-08 22:00:00,2
2019-12-08 22:09:00,1
2019-12-08 22:44:00,1
2019-12-08 22:47:00,1
2019-12-08 22:53:00,5
2019-12-08 23:00:00,2
2019-12-08 23:19:00,3
2019-12-08 23:48:00,1
2019-12-08 23:51:00,3
2019-12-08 23:52:00,1
2019-12-08 23:58:00,5
