29,select * from Photoz2 where objid=#
2019-12-08 02:45:00,1
2019-12-08 02:46:00,1
2019-12-08 05:57:00,1
2019-12-08 05:58:00,1
2019-12-08 06:26:00,2
2019-12-08 11:45:00,1
2019-12-08 14:18:00,1
2019-12-08 14:45:00,1
2019-12-08 14:57:00,1
2019-12-08 16:09:00,1
2019-12-08 16:26:00,2
2019-12-08 16:37:00,1
2019-12-08 17:09:00,1
2019-12-08 17:38:00,1
2019-12-08 18:16:00,1
2019-12-08 18:44:00,1
2019-12-08 18:49:00,1
2019-12-08 19:05:00,1
2019-12-08 19:11:00,1
2019-12-08 19:24:00,1
2019-12-08 20:05:00,1
2019-12-08 20:12:00,1
2019-12-08 20:52:00,1
2019-12-08 22:22:00,1
2019-12-08 22:33:00,1
2019-12-08 23:44:00,1
2019-12-08 23:47:00,1
