79,select * from galSpecLine where specObjId=#
2019-12-08 01:36:00,1
2019-12-08 02:55:00,1
2019-12-08 03:11:00,1
2019-12-08 04:57:00,1
2019-12-08 05:04:00,1
2019-12-08 06:00:00,1
2019-12-08 06:02:00,1
2019-12-08 06:13:00,1
2019-12-08 06:16:00,1
2019-12-08 06:22:00,1
2019-12-08 06:44:00,1
2019-12-08 06:55:00,1
2019-12-08 07:05:00,1
2019-12-08 07:07:00,2
2019-12-08 07:10:00,1
2019-12-08 07:16:00,1
2019-12-08 07:17:00,1
2019-12-08 07:20:00,1
2019-12-08 07:24:00,1
2019-12-08 07:25:00,2
2019-12-08 07:45:00,1
2019-12-08 07:49:00,4
2019-12-08 07:50:00,1
2019-12-08 07:54:00,1
2019-12-08 07:55:00,2
2019-12-08 07:56:00,1
2019-12-08 08:01:00,1
2019-12-08 08:04:00,1
2019-12-08 08:05:00,1
2019-12-08 08:18:00,1
2019-12-08 08:23:00,1
2019-12-08 10:35:00,1
2019-12-08 11:50:00,1
2019-12-08 13:57:00,1
2019-12-08 14:24:00,1
2019-12-08 14:41:00,1
2019-12-08 14:44:00,1
2019-12-08 14:45:00,1
2019-12-08 14:48:00,1
2019-12-08 14:55:00,1
2019-12-08 15:00:00,1
2019-12-08 15:02:00,1
2019-12-08 15:43:00,1
2019-12-08 16:03:00,1
2019-12-08 16:05:00,1
2019-12-08 16:06:00,1
2019-12-08 16:07:00,1
2019-12-08 16:08:00,1
2019-12-08 16:14:00,1
2019-12-08 16:16:00,1
2019-12-08 16:20:00,2
2019-12-08 16:29:00,1
2019-12-08 16:50:00,2
2019-12-08 16:56:00,1
2019-12-08 16:59:00,1
2019-12-08 17:14:00,1
2019-12-08 17:26:00,1
2019-12-08 17:37:00,1
2019-12-08 19:05:00,1
2019-12-08 19:27:00,1
2019-12-08 21:05:00,1
2019-12-08 21:19:00,1
2019-12-08 21:38:00,1
2019-12-08 22:01:00,1
2019-12-08 22:45:00,1
2019-12-08 22:47:00,1
2019-12-08 22:55:00,1
2019-12-08 23:11:00,1
2019-12-08 23:29:00,1
2019-12-08 23:53:00,1
2019-12-08 23:55:00,1
