44,select * from galSpecInfo where specObjId=#
2019-12-08 01:33:00,1
2019-12-08 02:28:00,1
2019-12-08 02:41:00,1
2019-12-08 03:46:00,1
2019-12-08 04:07:00,1
2019-12-08 04:58:00,2
2019-12-08 05:13:00,1
2019-12-08 06:00:00,2
2019-12-08 06:04:00,1
2019-12-08 06:17:00,1
2019-12-08 06:22:00,1
2019-12-08 06:36:00,1
2019-12-08 07:11:00,1
2019-12-08 07:17:00,1
2019-12-08 07:18:00,1
2019-12-08 07:49:00,1
2019-12-08 07:55:00,1
2019-12-08 08:12:00,2
2019-12-08 09:54:00,1
2019-12-08 10:26:00,1
2019-12-08 11:13:00,1
2019-12-08 13:19:00,1
2019-12-08 13:38:00,1
2019-12-08 13:50:00,1
2019-12-08 13:58:00,1
2019-12-08 14:19:00,1
2019-12-08 14:30:00,1
2019-12-08 14:41:00,1
2019-12-08 14:42:00,2
2019-12-08 14:59:00,1
2019-12-08 16:06:00,1
2019-12-08 16:09:00,1
2019-12-08 16:40:00,1
2019-12-08 16:53:00,1
2019-12-08 17:07:00,1
2019-12-08 22:19:00,1
2019-12-08 23:45:00,1
2019-12-08 23:48:00,1
2019-12-08 23:51:00,1
2019-12-08 23:59:00,1
