237,"SELECT dbo.fInFootprintEq( #, #, # )"
2019-12-08 06:00:00,2
2019-12-08 06:01:00,3
2019-12-08 06:02:00,3
2019-12-08 06:03:00,3
2019-12-08 06:04:00,3
2019-12-08 06:05:00,2
2019-12-08 06:06:00,3
2019-12-08 06:07:00,3
2019-12-08 06:08:00,2
2019-12-08 06:09:00,3
2019-12-08 06:10:00,2
2019-12-08 06:11:00,3
2019-12-08 06:12:00,2
2019-12-08 06:13:00,3
2019-12-08 06:14:00,3
2019-12-08 06:15:00,2
2019-12-08 06:16:00,3
2019-12-08 06:17:00,2
2019-12-08 06:18:00,2
2019-12-08 06:19:00,3
2019-12-08 06:20:00,2
2019-12-08 06:21:00,3
2019-12-08 06:22:00,2
2019-12-08 06:23:00,3
2019-12-08 06:24:00,2
2019-12-08 06:25:00,2
2019-12-08 06:26:00,3
2019-12-08 06:27:00,2
2019-12-08 06:28:00,3
2019-12-08 06:29:00,3
2019-12-08 06:30:00,3
2019-12-08 06:31:00,3
2019-12-08 06:32:00,3
2019-12-08 06:33:00,4
2019-12-08 06:34:00,3
2019-12-08 06:35:00,3
2019-12-08 06:36:00,3
2019-12-08 06:37:00,2
2019-12-08 06:38:00,2
2019-12-08 06:39:00,3
2019-12-08 06:40:00,2
2019-12-08 06:41:00,3
2019-12-08 06:42:00,2
2019-12-08 06:43:00,3
2019-12-08 06:44:00,3
2019-12-08 06:45:00,4
2019-12-08 06:46:00,4
2019-12-08 06:47:00,4
2019-12-08 06:48:00,4
2019-12-08 06:49:00,4
2019-12-08 06:50:00,4
2019-12-08 06:51:00,4
2019-12-08 06:52:00,4
2019-12-08 06:53:00,4
2019-12-08 06:54:00,4
2019-12-08 06:55:00,3
2019-12-08 06:56:00,4
2019-12-08 06:57:00,4
2019-12-08 06:58:00,4
2019-12-08 06:59:00,4
2019-12-08 07:00:00,3
2019-12-08 07:01:00,4
2019-12-08 07:02:00,3
2019-12-08 07:03:00,3
2019-12-08 07:04:00,3
2019-12-08 07:05:00,2
2019-12-08 07:06:00,2
2019-12-08 07:07:00,3
2019-12-08 07:08:00,3
2019-12-08 07:09:00,3
2019-12-08 07:10:00,3
2019-12-08 07:11:00,3
2019-12-08 07:14:00,1
2019-12-08 19:02:00,1
2019-12-08 19:03:00,1
2019-12-08 19:04:00,3
2019-12-08 19:05:00,4
2019-12-08 19:06:00,4
2019-12-08 19:07:00,4
2019-12-08 19:08:00,3
2019-12-08 19:09:00,3
