10,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID  AND p.u BETWEEN # AND # AND p.g BETWEEN # AND # AND p.r BETWEEN # AND # AND p.i BETWEEN # AND # AND p.z BETWEEN # AND #"
2019-03-23 13:35:00,1
2019-03-23 13:39:00,1
2019-03-23 13:44:00,1
2019-03-23 13:47:00,1
2019-03-23 13:49:00,1
2019-03-23 13:55:00,1
2019-03-23 13:59:00,1
2019-03-23 14:04:00,1
2019-03-23 14:08:00,1
2019-03-23 14:11:00,1
