59,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-06-27 03:00:00,1
2019-06-27 04:31:00,1
2019-06-27 05:30:00,1
2019-06-27 05:32:00,1
2019-06-27 05:33:00,1
2019-06-27 08:31:00,1
2019-06-27 08:32:00,1
2019-06-27 08:33:00,1
2019-06-27 08:34:00,1
2019-06-27 08:35:00,2
2019-06-27 09:01:00,1
2019-06-27 09:02:00,2
2019-06-27 09:03:00,1
2019-06-27 09:31:00,1
2019-06-27 09:32:00,1
2019-06-27 10:31:00,1
2019-06-27 10:32:00,2
2019-06-27 10:33:00,1
2019-06-27 11:01:00,1
2019-06-27 11:02:00,1
2019-06-27 11:03:00,1
2019-06-27 11:04:00,1
2019-06-27 11:05:00,8
2019-06-27 11:06:00,2
2019-06-27 11:07:00,1
2019-06-27 11:08:00,1
2019-06-27 11:09:00,1
2019-06-27 11:10:00,1
2019-06-27 11:31:00,2
2019-06-27 11:32:00,1
2019-06-27 11:33:00,1
2019-06-27 11:34:00,1
2019-06-27 11:35:00,5
2019-06-27 11:36:00,1
2019-06-27 11:37:00,1
2019-06-27 11:38:00,1
2019-06-27 12:31:00,1
2019-06-27 22:01:00,1
2019-06-27 22:31:00,2
2019-06-27 22:32:00,1
2019-06-27 22:33:00,1
2019-06-27 22:34:00,1
