17182,"SELECT G.objID as sdss_ID, G.ra as RA, G.dec as DEC, P.z as redshift, p.zErr as redshift_err, G.modelMag_u as MODEL_MAG_U, G.modelMag_g as MODEL_MAG_G, G.modelMag_r as MODEL_MAG_R, G.modelMag_i as MODEL_MAG_I, G.modelMag_z as MODEL_MAG_Z, G.modelMagErr_u as MODEL_MAG_U_err, G.modelMagErr_g as MODEL_MAG_G_err, G.modelMagErr_r as MODEL_MAG_R_err, G.modelMagErr_i as MODEL_MAG_I_err, G.modelMagErr_z as MODEL_MAG_Z_err, P.absMagU, P.absMagG, P.absMagR, P.absMagI, P.absMagZ FROM Galaxy as G JOIN dbo.fGetNearbyObjEq(#,#,#) AS GN ON G.objID = GN.objID JOIN Photoz as P ON P.objID = G.objID WHERE G.modelMag_r < # and G.modelMag_g < #"
2019-06-27 17:31:00,58
2019-06-27 17:32:00,66
2019-06-27 17:33:00,66
2019-06-27 17:34:00,65
2019-06-27 17:35:00,65
2019-06-27 17:36:00,68
2019-06-27 17:37:00,66
2019-06-27 17:38:00,63
2019-06-27 17:39:00,66
2019-06-27 17:40:00,68
2019-06-27 17:41:00,60
2019-06-27 17:42:00,62
2019-06-27 17:43:00,66
2019-06-27 17:44:00,64
2019-06-27 17:45:00,66
2019-06-27 17:46:00,64
2019-06-27 17:47:00,62
2019-06-27 17:48:00,65
2019-06-27 17:49:00,64
2019-06-27 17:50:00,64
2019-06-27 17:51:00,59
2019-06-27 17:52:00,62
2019-06-27 17:53:00,62
2019-06-27 17:54:00,61
2019-06-27 17:55:00,61
2019-06-27 17:56:00,63
2019-06-27 17:57:00,61
2019-06-27 17:58:00,62
2019-06-27 17:59:00,63
2019-06-27 18:00:00,61
2019-06-27 18:01:00,55
2019-06-27 18:02:00,57
2019-06-27 18:03:00,61
2019-06-27 18:04:00,58
2019-06-27 18:05:00,53
2019-06-27 18:06:00,59
2019-06-27 18:07:00,61
2019-06-27 18:08:00,60
2019-06-27 18:09:00,61
2019-06-27 18:10:00,57
2019-06-27 18:11:00,46
2019-06-27 18:12:00,54
2019-06-27 18:13:00,60
2019-06-27 18:14:00,57
2019-06-27 18:15:00,61
2019-06-27 18:16:00,58
2019-06-27 18:17:00,60
2019-06-27 18:18:00,59
2019-06-27 18:19:00,58
2019-06-27 18:20:00,60
2019-06-27 18:21:00,52
2019-06-27 18:22:00,58
2019-06-27 18:23:00,56
2019-06-27 18:24:00,54
2019-06-27 18:25:00,54
2019-06-27 18:26:00,56
2019-06-27 18:27:00,57
2019-06-27 18:28:00,57
2019-06-27 18:29:00,56
2019-06-27 18:30:00,57
2019-06-27 18:31:00,51
2019-06-27 18:32:00,55
2019-06-27 18:33:00,56
2019-06-27 18:34:00,55
2019-06-27 18:35:00,57
2019-06-27 18:36:00,56
2019-06-27 18:37:00,57
2019-06-27 18:38:00,55
2019-06-27 18:39:00,56
2019-06-27 18:40:00,54
2019-06-27 18:41:00,52
2019-06-27 18:42:00,56
2019-06-27 18:43:00,57
2019-06-27 18:44:00,54
2019-06-27 18:45:00,54
2019-06-27 18:46:00,53
2019-06-27 18:47:00,55
2019-06-27 18:48:00,54
2019-06-27 18:49:00,54
2019-06-27 18:50:00,55
2019-06-27 18:51:00,53
2019-06-27 18:52:00,56
2019-06-27 18:53:00,54
2019-06-27 18:54:00,53
2019-06-27 18:55:00,55
2019-06-27 18:56:00,55
2019-06-27 18:57:00,53
2019-06-27 18:58:00,53
2019-06-27 18:59:00,53
2019-06-27 19:00:00,56
2019-06-27 19:01:00,51
2019-06-27 19:02:00,53
2019-06-27 19:03:00,54
2019-06-27 19:04:00,53
2019-06-27 19:05:00,43
2019-06-27 19:06:00,55
