395,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-06-27 12:33:00,10
2019-06-27 12:35:00,26
2019-06-27 12:36:00,51
2019-06-27 12:41:00,21
2019-06-27 12:48:00,8
2019-06-27 12:49:00,3
2019-06-27 12:50:00,7
2019-06-27 12:51:00,29
2019-06-27 12:52:00,20
2019-06-27 12:53:00,16
2019-06-27 13:05:00,10
2019-06-27 13:08:00,9
2019-06-27 13:09:00,17
2019-06-27 13:15:00,12
2019-06-27 13:23:00,23
2019-06-27 13:24:00,13
2019-06-27 13:25:00,12
2019-06-27 13:26:00,22
2019-06-27 13:27:00,14
2019-06-27 13:31:00,43
2019-06-27 13:32:00,29
