24,"select p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid=s.bestobjid and (p.g BETWEEN # AND #) and s.z BETWEEN # AND #"
2019-06-27 00:18:00,2
2019-06-27 00:19:00,1
2019-06-27 00:26:00,1
2019-06-27 00:40:00,1
2019-06-27 01:16:00,1
2019-06-27 01:50:00,1
2019-06-27 13:56:00,1
2019-06-27 14:15:00,1
2019-06-27 16:07:00,1
2019-06-27 16:48:00,1
2019-06-27 17:25:00,1
2019-06-27 17:42:00,1
2019-06-27 17:52:00,1
2019-06-27 17:59:00,1
2019-06-27 19:26:00,1
2019-06-27 19:43:00,1
2019-06-27 20:04:00,1
2019-06-27 20:14:00,1
2019-06-27 20:17:00,1
2019-06-27 20:23:00,1
2019-06-27 21:40:00,1
2019-06-27 23:39:00,1
2019-06-27 23:54:00,1
