12,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-06-27 13:49:00,1
2019-06-27 13:57:00,1
2019-06-27 14:01:00,1
2019-06-27 14:04:00,1
2019-06-27 14:12:00,1
2019-06-27 14:15:00,1
2019-06-27 14:21:00,1
2019-06-27 14:25:00,1
2019-06-27 14:27:00,1
2019-06-27 14:32:00,1
2019-06-27 14:38:00,1
2019-06-27 14:48:00,1
