47,select * from fDocFunctionParams(&&&)
2019-06-27 00:21:00,1
2019-06-27 00:28:00,1
2019-06-27 00:30:00,1
2019-06-27 01:00:00,1
2019-06-27 01:01:00,3
2019-06-27 01:02:00,1
2019-06-27 01:03:00,3
2019-06-27 01:05:00,4
2019-06-27 01:06:00,1
2019-06-27 01:07:00,1
2019-06-27 01:08:00,1
2019-06-27 01:09:00,1
2019-06-27 01:10:00,2
2019-06-27 01:11:00,3
2019-06-27 01:18:00,1
2019-06-27 01:20:00,1
2019-06-27 06:30:00,2
2019-06-27 06:58:00,1
2019-06-27 09:38:00,1
2019-06-27 10:14:00,1
2019-06-27 10:17:00,2
2019-06-27 15:01:00,1
2019-06-27 15:30:00,1
2019-06-27 17:07:00,1
2019-06-27 17:44:00,1
2019-06-27 18:43:00,1
2019-06-27 19:01:00,1
2019-06-27 19:28:00,1
2019-06-27 19:44:00,1
2019-06-27 20:06:00,1
2019-06-27 20:10:00,1
2019-06-27 20:11:00,1
2019-06-27 20:17:00,1
2019-06-27 20:20:00,1
2019-06-27 23:44:00,1
