16,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd from PhotoObj as p JOIN dbo.fGetObjFromRectEq(#,#,#,#) AS R ON P.objID=R.objID"
2019-06-27 02:57:00,1
2019-06-27 04:22:00,1
2019-06-27 17:46:00,1
2019-06-27 17:52:00,1
2019-06-27 18:38:00,1
2019-06-27 18:39:00,1
2019-06-27 18:41:00,1
2019-06-27 18:43:00,1
2019-06-27 18:47:00,1
2019-06-27 18:48:00,1
2019-06-27 19:03:00,1
2019-06-27 19:57:00,1
2019-06-27 20:01:00,1
2019-06-27 20:25:00,1
2019-06-27 20:26:00,1
2019-06-27 20:32:00,1
