98,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-10-07 10:21:00,2
2019-10-07 10:24:00,2
2019-10-07 10:26:00,2
2019-10-07 10:30:00,2
2019-10-07 15:06:00,2
2019-10-07 15:07:00,2
2019-10-07 15:08:00,4
2019-10-07 15:09:00,2
2019-10-07 15:10:00,4
2019-10-07 15:11:00,2
2019-10-07 15:12:00,6
2019-10-07 15:13:00,4
2019-10-07 15:14:00,4
2019-10-07 15:15:00,2
2019-10-07 15:16:00,2
2019-10-07 15:17:00,2
2019-10-07 15:18:00,2
2019-10-07 15:19:00,2
2019-10-07 15:33:00,2
2019-10-07 15:34:00,2
2019-10-07 15:35:00,6
2019-10-07 15:36:00,2
2019-10-07 15:37:00,7
2019-10-07 15:38:00,4
2019-10-07 15:39:00,1
2019-10-07 15:40:00,6
2019-10-07 15:41:00,3
2019-10-07 15:42:00,6
2019-10-07 15:43:00,2
2019-10-07 15:45:00,2
2019-10-07 15:47:00,2
2019-10-07 15:49:00,1
2019-10-07 15:51:00,1
2019-10-07 15:52:00,2
2019-10-07 15:54:00,1
