304,select * from fDocFunctionParams(&&&)
2019-10-07 02:27:00,1
2019-10-07 05:14:00,1
2019-10-07 05:15:00,1
2019-10-07 05:28:00,9
2019-10-07 05:29:00,3
2019-10-07 05:31:00,1
2019-10-07 06:21:00,1
2019-10-07 06:27:00,1
2019-10-07 07:23:00,1
2019-10-07 09:06:00,1
2019-10-07 11:12:00,1
2019-10-07 11:39:00,1
2019-10-07 11:40:00,3
2019-10-07 11:41:00,2
2019-10-07 11:42:00,2
2019-10-07 11:44:00,5
2019-10-07 11:45:00,1
2019-10-07 11:46:00,1
2019-10-07 11:48:00,3
2019-10-07 11:49:00,3
2019-10-07 11:50:00,1
2019-10-07 11:51:00,1
2019-10-07 11:52:00,1
2019-10-07 12:40:00,1
2019-10-07 12:42:00,1
2019-10-07 14:53:00,1
2019-10-07 15:20:00,1
2019-10-07 16:19:00,2
2019-10-07 16:20:00,1
2019-10-07 17:57:00,6
2019-10-07 17:58:00,8
2019-10-07 17:59:00,14
2019-10-07 18:00:00,14
2019-10-07 18:01:00,14
2019-10-07 18:02:00,13
2019-10-07 18:03:00,15
2019-10-07 18:04:00,13
2019-10-07 18:05:00,13
2019-10-07 18:06:00,8
2019-10-07 18:07:00,12
2019-10-07 18:08:00,13
2019-10-07 18:09:00,16
2019-10-07 18:10:00,12
2019-10-07 18:11:00,10
2019-10-07 18:12:00,12
2019-10-07 18:13:00,11
2019-10-07 18:14:00,10
2019-10-07 18:15:00,9
2019-10-07 18:16:00,8
2019-10-07 18:17:00,7
2019-10-07 18:18:00,11
2019-10-07 19:12:00,1
2019-10-07 19:16:00,1
2019-10-07 20:59:00,1
