550,"select survey, run2d, plate,mjd, fiberID, specObjID from SpecObj where class = &&& and ra between # and # and dec between # and #"
2019-10-07 01:10:00,1
2019-10-07 01:11:00,2
2019-10-07 01:12:00,2
2019-10-07 01:14:00,2
2019-10-07 01:15:00,2
2019-10-07 01:16:00,2
2019-10-07 01:17:00,3
2019-10-07 01:18:00,2
2019-10-07 01:19:00,2
2019-10-07 01:20:00,2
2019-10-07 01:21:00,2
2019-10-07 01:22:00,2
2019-10-07 01:23:00,2
2019-10-07 01:24:00,2
2019-10-07 01:25:00,2
2019-10-07 01:26:00,2
2019-10-07 01:27:00,2
2019-10-07 01:28:00,2
2019-10-07 01:29:00,2
2019-10-07 01:30:00,1
2019-10-07 01:31:00,3
2019-10-07 01:32:00,2
2019-10-07 01:33:00,2
2019-10-07 01:34:00,2
2019-10-07 01:35:00,2
2019-10-07 01:36:00,1
2019-10-07 01:37:00,2
2019-10-07 01:38:00,1
2019-10-07 02:46:00,2
2019-10-07 02:47:00,2
2019-10-07 02:48:00,2
2019-10-07 02:49:00,3
2019-10-07 02:50:00,1
2019-10-07 02:51:00,3
2019-10-07 02:52:00,3
2019-10-07 02:53:00,1
2019-10-07 02:54:00,1
2019-10-07 02:55:00,2
2019-10-07 02:56:00,2
2019-10-07 02:57:00,2
2019-10-07 02:58:00,2
2019-10-07 02:59:00,2
2019-10-07 03:00:00,2
2019-10-07 03:01:00,2
2019-10-07 03:02:00,2
2019-10-07 03:03:00,2
2019-10-07 03:04:00,1
2019-10-07 03:05:00,3
2019-10-07 03:06:00,2
2019-10-07 03:07:00,2
2019-10-07 03:08:00,2
2019-10-07 03:09:00,2
2019-10-07 03:10:00,2
2019-10-07 03:11:00,2
2019-10-07 03:12:00,2
2019-10-07 03:13:00,2
2019-10-07 03:14:00,2
2019-10-07 03:15:00,2
2019-10-07 03:16:00,2
2019-10-07 03:17:00,3
2019-10-07 03:18:00,2
2019-10-07 03:19:00,2
2019-10-07 03:20:00,1
2019-10-07 03:21:00,3
2019-10-07 03:22:00,2
2019-10-07 03:23:00,1
2019-10-07 03:24:00,2
2019-10-07 03:25:00,2
2019-10-07 03:26:00,2
2019-10-07 03:27:00,2
2019-10-07 03:28:00,2
2019-10-07 03:29:00,3
2019-10-07 03:30:00,2
2019-10-07 03:31:00,2
2019-10-07 03:32:00,1
2019-10-07 03:33:00,2
2019-10-07 03:34:00,2
2019-10-07 03:35:00,3
2019-10-07 03:36:00,2
2019-10-07 03:37:00,2
2019-10-07 03:38:00,3
2019-10-07 03:39:00,1
2019-10-07 03:40:00,3
2019-10-07 03:41:00,2
2019-10-07 03:42:00,3
2019-10-07 03:43:00,2
2019-10-07 03:44:00,1
2019-10-07 03:45:00,3
2019-10-07 03:46:00,2
2019-10-07 03:47:00,2
2019-10-07 03:48:00,2
2019-10-07 03:49:00,2
2019-10-07 03:50:00,2
2019-10-07 03:51:00,3
2019-10-07 03:52:00,2
2019-10-07 03:53:00,2
2019-10-07 03:54:00,3
2019-10-07 03:55:00,2
2019-10-07 03:56:00,2
2019-10-07 03:57:00,3
2019-10-07 03:58:00,3
2019-10-07 03:59:00,2
2019-10-07 04:00:00,3
2019-10-07 04:01:00,2
2019-10-07 04:02:00,3
2019-10-07 04:03:00,2
2019-10-07 04:04:00,3
2019-10-07 04:05:00,2
2019-10-07 04:06:00,3
2019-10-07 04:07:00,2
2019-10-07 04:08:00,3
2019-10-07 04:09:00,2
2019-10-07 04:12:00,3
2019-10-07 04:13:00,2
2019-10-07 04:14:00,3
2019-10-07 04:15:00,3
2019-10-07 04:16:00,2
2019-10-07 04:17:00,2
2019-10-07 04:18:00,3
2019-10-07 04:19:00,3
2019-10-07 04:20:00,3
2019-10-07 04:21:00,2
2019-10-07 04:22:00,3
2019-10-07 04:23:00,2
2019-10-07 04:24:00,3
2019-10-07 04:25:00,2
2019-10-07 04:26:00,3
2019-10-07 04:27:00,2
2019-10-07 04:28:00,3
2019-10-07 04:29:00,2
2019-10-07 04:30:00,2
2019-10-07 04:31:00,3
2019-10-07 04:32:00,3
2019-10-07 04:33:00,2
2019-10-07 04:34:00,3
2019-10-07 04:35:00,3
2019-10-07 04:36:00,2
2019-10-07 04:37:00,3
2019-10-07 04:38:00,3
2019-10-07 04:39:00,2
2019-10-07 04:40:00,3
2019-10-07 04:41:00,2
2019-10-07 04:42:00,3
2019-10-07 04:43:00,3
2019-10-07 04:44:00,2
2019-10-07 04:45:00,3
2019-10-07 04:46:00,3
2019-10-07 04:47:00,2
2019-10-07 04:48:00,3
2019-10-07 04:49:00,3
2019-10-07 04:50:00,3
2019-10-07 04:51:00,2
2019-10-07 04:52:00,3
2019-10-07 04:53:00,3
2019-10-07 04:54:00,3
2019-10-07 04:55:00,2
2019-10-07 04:56:00,3
2019-10-07 04:57:00,3
2019-10-07 04:58:00,3
2019-10-07 04:59:00,3
2019-10-07 05:00:00,2
2019-10-07 05:01:00,3
2019-10-07 05:02:00,3
2019-10-07 05:03:00,2
2019-10-07 05:04:00,3
2019-10-07 05:05:00,3
2019-10-07 05:06:00,3
2019-10-07 05:07:00,3
2019-10-07 05:08:00,3
2019-10-07 05:09:00,2
2019-10-07 05:10:00,3
2019-10-07 05:11:00,3
2019-10-07 05:12:00,3
2019-10-07 05:13:00,3
2019-10-07 05:14:00,2
2019-10-07 05:15:00,1
2019-10-07 05:16:00,1
2019-10-07 05:18:00,1
2019-10-07 05:19:00,1
2019-10-07 05:20:00,1
2019-10-07 05:21:00,1
2019-10-07 05:23:00,1
2019-10-07 05:24:00,1
2019-10-07 05:26:00,2
2019-10-07 05:27:00,3
2019-10-07 05:28:00,4
