4904,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-10-07 12:31:00,247
2019-10-07 12:32:00,214
2019-10-07 12:34:00,398
2019-10-07 12:36:00,228
2019-10-07 12:37:00,217
2019-10-07 12:38:00,14
2019-10-07 12:39:00,169
2019-10-07 12:41:00,221
2019-10-07 12:44:00,155
2019-10-07 12:45:00,328
2019-10-07 12:46:00,278
2019-10-07 12:47:00,525
2019-10-07 12:48:00,281
2019-10-07 12:49:00,28
2019-10-07 12:53:00,287
2019-10-07 12:54:00,134
2019-10-07 12:57:00,150
2019-10-07 12:58:00,127
2019-10-07 12:59:00,206
2019-10-07 13:00:00,63
2019-10-07 13:01:00,161
2019-10-07 13:02:00,165
2019-10-07 13:03:00,287
2019-10-07 13:04:00,21
