891,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-10-07 00:05:00,1
2019-10-07 00:06:00,1
2019-10-07 00:07:00,1
2019-10-07 00:09:00,1
2019-10-07 00:10:00,2
2019-10-07 00:11:00,1
2019-10-07 00:12:00,2
2019-10-07 00:13:00,2
2019-10-07 00:14:00,1
2019-10-07 00:15:00,1
2019-10-07 00:16:00,1
2019-10-07 00:17:00,1
2019-10-07 00:18:00,1
2019-10-07 00:19:00,2
2019-10-07 00:20:00,1
2019-10-07 00:21:00,1
2019-10-07 00:23:00,2
2019-10-07 00:24:00,2
2019-10-07 00:25:00,3
2019-10-07 00:26:00,4
2019-10-07 00:27:00,1
2019-10-07 00:28:00,2
2019-10-07 00:29:00,3
2019-10-07 00:30:00,2
2019-10-07 00:31:00,3
2019-10-07 00:32:00,2
2019-10-07 00:33:00,3
2019-10-07 00:34:00,2
2019-10-07 00:36:00,3
2019-10-07 00:37:00,3
2019-10-07 00:38:00,2
2019-10-07 00:39:00,3
2019-10-07 00:40:00,2
2019-10-07 00:41:00,3
2019-10-07 00:42:00,2
2019-10-07 00:43:00,2
2019-10-07 00:44:00,5
2019-10-07 00:45:00,2
2019-10-07 00:46:00,2
2019-10-07 00:47:00,3
2019-10-07 00:48:00,3
2019-10-07 00:49:00,2
2019-10-07 00:50:00,2
2019-10-07 00:51:00,2
2019-10-07 00:52:00,2
2019-10-07 00:53:00,2
2019-10-07 00:54:00,2
2019-10-07 00:56:00,1
2019-10-07 00:57:00,4
2019-10-07 00:59:00,2
2019-10-07 01:00:00,2
2019-10-07 01:01:00,2
2019-10-07 01:02:00,2
2019-10-07 01:03:00,3
2019-10-07 01:04:00,2
2019-10-07 01:05:00,3
2019-10-07 01:06:00,2
2019-10-07 01:07:00,2
2019-10-07 01:08:00,2
2019-10-07 01:09:00,2
2019-10-07 01:10:00,3
2019-10-07 01:11:00,3
2019-10-07 01:12:00,1
2019-10-07 01:13:00,3
2019-10-07 01:14:00,2
2019-10-07 01:15:00,2
2019-10-07 01:17:00,1
2019-10-07 01:20:00,1
2019-10-07 01:22:00,2
2019-10-07 01:23:00,1
2019-10-07 01:24:00,1
2019-10-07 01:27:00,1
2019-10-07 01:28:00,1
2019-10-07 01:30:00,1
2019-10-07 01:32:00,1
2019-10-07 01:34:00,1
2019-10-07 01:36:00,1
2019-10-07 01:39:00,1
2019-10-07 01:41:00,1
2019-10-07 01:42:00,1
2019-10-07 01:43:00,2
2019-10-07 01:45:00,1
2019-10-07 01:47:00,1
2019-10-07 01:50:00,1
2019-10-07 01:51:00,1
2019-10-07 01:53:00,1
2019-10-07 01:55:00,1
2019-10-07 01:56:00,1
2019-10-07 01:58:00,2
2019-10-07 01:59:00,3
2019-10-07 02:00:00,3
2019-10-07 02:01:00,3
2019-10-07 02:02:00,2
2019-10-07 02:03:00,2
2019-10-07 02:05:00,4
2019-10-07 02:06:00,2
2019-10-07 02:08:00,2
2019-10-07 02:09:00,3
2019-10-07 02:10:00,1
2019-10-07 02:11:00,3
2019-10-07 02:12:00,2
2019-10-07 02:13:00,1
2019-10-07 02:15:00,1
2019-10-07 02:16:00,2
2019-10-07 02:17:00,3
2019-10-07 02:18:00,2
2019-10-07 02:19:00,4
2019-10-07 02:20:00,3
2019-10-07 02:22:00,3
2019-10-07 02:23:00,2
2019-10-07 02:24:00,2
2019-10-07 02:25:00,2
2019-10-07 02:26:00,3
2019-10-07 02:27:00,1
2019-10-07 02:29:00,1
2019-10-07 02:30:00,2
2019-10-07 02:31:00,3
2019-10-07 02:32:00,2
2019-10-07 02:33:00,2
2019-10-07 02:34:00,1
2019-10-07 02:41:00,1
2019-10-07 02:42:00,1
2019-10-07 02:44:00,1
2019-10-07 02:46:00,1
2019-10-07 02:48:00,1
2019-10-07 02:49:00,2
2019-10-07 02:51:00,1
2019-10-07 02:53:00,1
2019-10-07 02:56:00,1
2019-10-07 02:58:00,1
2019-10-07 03:00:00,1
2019-10-07 03:03:00,1
2019-10-07 03:05:00,1
2019-10-07 03:07:00,1
2019-10-07 03:09:00,1
2019-10-07 03:11:00,1
2019-10-07 03:13:00,1
2019-10-07 03:15:00,1
2019-10-07 03:17:00,1
2019-10-07 03:20:00,1
2019-10-07 03:22:00,1
2019-10-07 03:24:00,1
2019-10-07 03:25:00,1
2019-10-07 03:27:00,1
2019-10-07 03:29:00,2
2019-10-07 03:30:00,2
2019-10-07 03:31:00,2
2019-10-07 03:32:00,2
2019-10-07 03:34:00,1
2019-10-07 03:35:00,2
2019-10-07 03:36:00,1
2019-10-07 03:38:00,1
2019-10-07 03:40:00,1
2019-10-07 03:42:00,1
2019-10-07 03:43:00,2
2019-10-07 03:46:00,5
2019-10-07 03:47:00,3
2019-10-07 03:48:00,2
2019-10-07 04:18:00,1
2019-10-07 04:20:00,1
2019-10-07 04:21:00,2
2019-10-07 04:22:00,3
2019-10-07 04:24:00,2
2019-10-07 04:25:00,2
2019-10-07 04:27:00,1
2019-10-07 04:29:00,1
2019-10-07 04:30:00,2
2019-10-07 04:31:00,1
2019-10-07 04:33:00,3
2019-10-07 04:34:00,1
2019-10-07 04:35:00,1
2019-10-07 04:42:00,1
2019-10-07 04:46:00,1
2019-10-07 04:49:00,1
2019-10-07 04:55:00,1
2019-10-07 04:57:00,1
2019-10-07 04:59:00,1
2019-10-07 05:05:00,1
2019-10-07 05:06:00,1
2019-10-07 05:08:00,1
2019-10-07 05:10:00,1
2019-10-07 05:13:00,1
2019-10-07 05:15:00,2
2019-10-07 05:17:00,2
2019-10-07 05:18:00,3
2019-10-07 05:20:00,1
2019-10-07 05:21:00,1
2019-10-07 05:23:00,1
2019-10-07 05:29:00,1
2019-10-07 05:35:00,1
2019-10-07 05:39:00,1
2019-10-07 05:45:00,1
2019-10-07 05:51:00,1
2019-10-07 05:58:00,1
2019-10-07 06:04:00,1
2019-10-07 06:09:00,1
2019-10-07 06:14:00,1
2019-10-07 06:19:00,1
2019-10-07 06:25:00,1
2019-10-07 06:31:00,1
2019-10-07 06:37:00,1
2019-10-07 06:42:00,1
2019-10-07 06:48:00,1
2019-10-07 06:54:00,1
2019-10-07 07:02:00,1
2019-10-07 07:06:00,1
2019-10-07 07:07:00,2
2019-10-07 07:08:00,1
2019-10-07 07:09:00,2
2019-10-07 07:10:00,2
2019-10-07 07:11:00,1
2019-10-07 07:16:00,1
2019-10-07 07:23:00,1
2019-10-07 07:29:00,1
2019-10-07 07:36:00,1
2019-10-07 07:40:00,1
2019-10-07 07:45:00,2
2019-10-07 07:46:00,1
2019-10-07 07:47:00,2
2019-10-07 07:48:00,2
2019-10-07 07:49:00,2
2019-10-07 07:50:00,2
2019-10-07 07:51:00,2
2019-10-07 07:52:00,2
2019-10-07 07:53:00,3
2019-10-07 07:54:00,1
2019-10-07 07:55:00,2
2019-10-07 07:56:00,2
2019-10-07 07:57:00,1
2019-10-07 07:58:00,2
2019-10-07 07:59:00,1
2019-10-07 08:00:00,1
2019-10-07 08:01:00,2
2019-10-07 08:02:00,1
2019-10-07 08:03:00,2
2019-10-07 08:04:00,3
2019-10-07 08:05:00,2
2019-10-07 08:06:00,2
2019-10-07 08:07:00,2
2019-10-07 08:08:00,2
2019-10-07 08:09:00,1
2019-10-07 08:10:00,1
2019-10-07 08:11:00,1
2019-10-07 08:12:00,2
2019-10-07 08:15:00,1
2019-10-07 08:16:00,1
2019-10-07 08:20:00,3
2019-10-07 08:24:00,2
2019-10-07 08:25:00,4
2019-10-07 08:26:00,1
2019-10-07 08:27:00,2
2019-10-07 08:28:00,3
2019-10-07 08:29:00,2
2019-10-07 08:30:00,2
2019-10-07 08:31:00,2
2019-10-07 08:32:00,2
2019-10-07 08:33:00,2
2019-10-07 08:34:00,3
2019-10-07 08:35:00,2
2019-10-07 08:36:00,2
2019-10-07 08:37:00,3
2019-10-07 08:38:00,3
2019-10-07 08:39:00,1
2019-10-07 08:40:00,2
2019-10-07 08:42:00,1
2019-10-07 08:43:00,1
2019-10-07 08:45:00,2
2019-10-07 08:47:00,1
2019-10-07 08:48:00,1
2019-10-07 08:49:00,1
2019-10-07 08:51:00,1
2019-10-07 08:52:00,1
2019-10-07 08:53:00,1
2019-10-07 08:54:00,1
2019-10-07 08:56:00,2
2019-10-07 08:58:00,1
2019-10-07 09:00:00,1
2019-10-07 09:01:00,1
2019-10-07 09:03:00,1
2019-10-07 09:04:00,1
2019-10-07 09:05:00,1
2019-10-07 09:07:00,1
2019-10-07 09:08:00,1
2019-10-07 09:09:00,2
2019-10-07 09:10:00,1
2019-10-07 09:12:00,1
2019-10-07 09:13:00,1
2019-10-07 09:15:00,1
2019-10-07 09:17:00,2
2019-10-07 09:18:00,2
2019-10-07 09:19:00,3
2019-10-07 09:20:00,1
2019-10-07 09:21:00,1
2019-10-07 09:22:00,2
2019-10-07 09:23:00,1
2019-10-07 09:24:00,1
2019-10-07 09:25:00,2
2019-10-07 09:26:00,1
2019-10-07 09:28:00,1
2019-10-07 09:29:00,2
2019-10-07 09:31:00,1
2019-10-07 09:32:00,1
2019-10-07 09:34:00,1
2019-10-07 09:36:00,2
2019-10-07 09:38:00,1
2019-10-07 09:39:00,4
2019-10-07 09:40:00,3
2019-10-07 09:41:00,1
2019-10-07 09:42:00,2
2019-10-07 09:43:00,2
2019-10-07 09:44:00,2
2019-10-07 09:45:00,2
2019-10-07 09:46:00,2
2019-10-07 09:47:00,2
2019-10-07 09:48:00,2
2019-10-07 09:49:00,4
2019-10-07 09:50:00,1
2019-10-07 09:51:00,1
2019-10-07 09:52:00,1
2019-10-07 09:54:00,2
2019-10-07 09:55:00,1
2019-10-07 09:56:00,1
2019-10-07 09:57:00,2
2019-10-07 09:59:00,1
2019-10-07 10:00:00,1
2019-10-07 10:02:00,2
2019-10-07 10:03:00,2
2019-10-07 10:04:00,2
2019-10-07 10:05:00,2
2019-10-07 10:07:00,2
2019-10-07 10:08:00,1
2019-10-07 10:09:00,2
2019-10-07 10:10:00,2
2019-10-07 10:11:00,3
2019-10-07 10:12:00,2
2019-10-07 10:13:00,2
2019-10-07 10:14:00,2
2019-10-07 10:15:00,2
2019-10-07 10:16:00,3
2019-10-07 10:17:00,1
2019-10-07 10:18:00,3
2019-10-07 10:19:00,3
2019-10-07 10:20:00,4
2019-10-07 10:21:00,1
2019-10-07 10:22:00,2
2019-10-07 10:23:00,2
2019-10-07 10:29:00,2
2019-10-07 10:30:00,2
2019-10-07 10:31:00,1
2019-10-07 10:33:00,1
2019-10-07 10:35:00,1
2019-10-07 10:36:00,4
2019-10-07 10:37:00,3
2019-10-07 10:38:00,1
2019-10-07 10:39:00,2
2019-10-07 10:40:00,3
2019-10-07 10:41:00,3
2019-10-07 10:42:00,4
2019-10-07 10:43:00,2
2019-10-07 10:44:00,4
2019-10-07 10:45:00,2
2019-10-07 10:46:00,1
2019-10-07 10:48:00,1
2019-10-07 10:51:00,1
2019-10-07 10:54:00,1
2019-10-07 10:58:00,1
2019-10-07 10:59:00,2
2019-10-07 11:00:00,1
2019-10-07 11:01:00,1
2019-10-07 11:04:00,2
2019-10-07 11:05:00,1
2019-10-07 11:08:00,1
2019-10-07 11:11:00,1
2019-10-07 11:14:00,1
2019-10-07 11:18:00,1
2019-10-07 11:21:00,1
2019-10-07 11:25:00,1
2019-10-07 11:26:00,2
2019-10-07 11:27:00,1
2019-10-07 11:30:00,1
2019-10-07 11:33:00,2
2019-10-07 11:35:00,1
