16,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-10-07 13:56:00,1
2019-10-07 13:59:00,1
2019-10-07 14:33:00,1
2019-10-07 14:37:00,1
2019-10-07 14:41:00,1
2019-10-07 14:46:00,1
2019-10-07 14:51:00,1
2019-10-07 14:58:00,1
2019-10-07 15:03:00,1
2019-10-07 15:07:00,1
2019-10-07 15:12:00,1
2019-10-07 15:15:00,1
2019-10-07 15:22:00,1
2019-10-07 15:26:00,1
2019-10-07 15:32:00,1
2019-10-07 15:35:00,1
