7,"SELECT TOP # poa.objID, poa.ra, poa.dec, poa.modelMag_r, pz.z, pz.rest_ug FROM PhotoObjAll as poa, Photoz as pz WHERE poa.objID = pz.objID"
2019-10-07 12:41:00,2
2019-10-07 12:42:00,1
2019-10-07 12:45:00,1
2019-10-07 12:48:00,1
2019-10-07 12:49:00,2
