780,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-10-07 00:15:00,1
2019-10-07 09:00:00,13
2019-10-07 09:01:00,14
2019-10-07 09:02:00,24
2019-10-07 09:03:00,21
2019-10-07 09:04:00,23
2019-10-07 09:05:00,20
2019-10-07 09:06:00,29
2019-10-07 09:07:00,30
2019-10-07 09:08:00,26
2019-10-07 09:09:00,24
2019-10-07 09:10:00,35
2019-10-07 09:11:00,31
2019-10-07 09:12:00,38
2019-10-07 09:13:00,34
2019-10-07 09:14:00,31
2019-10-07 09:15:00,24
2019-10-07 09:16:00,30
2019-10-07 09:17:00,34
2019-10-07 09:18:00,34
2019-10-07 09:19:00,10
2019-10-07 09:20:00,29
2019-10-07 09:21:00,32
2019-10-07 09:22:00,36
2019-10-07 09:23:00,12
2019-10-07 09:30:00,23
2019-10-07 09:31:00,30
2019-10-07 09:32:00,36
2019-10-07 09:33:00,16
2019-10-07 10:01:00,1
2019-10-07 10:06:00,1
2019-10-07 10:10:00,3
2019-10-07 10:25:00,1
2019-10-07 10:29:00,1
2019-10-07 10:50:00,1
2019-10-07 11:10:00,1
2019-10-07 11:46:00,3
2019-10-07 11:50:00,2
2019-10-07 12:20:00,1
2019-10-07 13:15:00,4
2019-10-07 15:20:00,1
2019-10-07 16:20:00,1
2019-10-07 16:21:00,9
2019-10-07 16:22:00,3
2019-10-07 16:45:00,1
2019-10-07 16:48:00,1
2019-10-07 17:20:00,1
2019-10-07 17:22:00,2
2019-10-07 21:15:00,1
2019-10-07 22:45:00,1
