18,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-12-04 01:59:00,1
2019-12-04 03:54:00,1
2019-12-04 06:34:00,1
2019-12-04 06:35:00,1
2019-12-04 07:49:00,1
2019-12-04 08:01:00,1
2019-12-04 08:04:00,1
2019-12-04 08:19:00,2
2019-12-04 15:09:00,1
2019-12-04 16:45:00,1
2019-12-04 17:19:00,1
2019-12-04 21:18:00,2
2019-12-04 21:19:00,1
2019-12-04 21:20:00,2
2019-12-04 21:21:00,1
