2286,"select name, type from DBObjects where type=&&& and access=&&& and name NOT IN (&&&, &&&) order by name"
2019-12-04 00:19:00,9
2019-12-04 00:21:00,3
2019-12-04 00:22:00,3
2019-12-04 00:30:00,6
2019-12-04 00:33:00,3
2019-12-04 00:36:00,3
2019-12-04 00:51:00,6
2019-12-04 00:52:00,3
2019-12-04 00:54:00,3
2019-12-04 01:00:00,3
2019-12-04 01:08:00,3
2019-12-04 01:13:00,3
2019-12-04 01:14:00,4
2019-12-04 01:20:00,3
2019-12-04 01:22:00,6
2019-12-04 01:24:00,3
2019-12-04 01:28:00,3
2019-12-04 01:37:00,6
2019-12-04 01:48:00,3
2019-12-04 01:50:00,3
2019-12-04 01:53:00,3
2019-12-04 02:03:00,3
2019-12-04 02:04:00,3
2019-12-04 02:15:00,6
2019-12-04 02:16:00,3
2019-12-04 02:27:00,3
2019-12-04 02:29:00,2
2019-12-04 02:30:00,4
2019-12-04 02:37:00,3
2019-12-04 02:38:00,3
2019-12-04 02:44:00,3
2019-12-04 02:46:00,3
2019-12-04 02:48:00,6
2019-12-04 02:52:00,15
2019-12-04 02:53:00,3
2019-12-04 02:54:00,3
2019-12-04 02:55:00,3
2019-12-04 02:56:00,3
2019-12-04 02:57:00,9
2019-12-04 02:58:00,3
2019-12-04 03:00:00,12
2019-12-04 03:04:00,6
2019-12-04 03:05:00,3
2019-12-04 03:07:00,3
2019-12-04 03:08:00,3
2019-12-04 03:09:00,3
2019-12-04 03:12:00,12
2019-12-04 03:14:00,3
2019-12-04 03:15:00,6
2019-12-04 03:20:00,9
2019-12-04 03:29:00,3
2019-12-04 03:33:00,3
2019-12-04 03:35:00,3
2019-12-04 03:43:00,3
2019-12-04 03:55:00,3
2019-12-04 04:07:00,3
2019-12-04 04:09:00,3
2019-12-04 04:11:00,3
2019-12-04 04:22:00,3
2019-12-04 04:26:00,6
2019-12-04 04:28:00,3
2019-12-04 04:36:00,3
2019-12-04 04:43:00,3
2019-12-04 04:46:00,3
2019-12-04 04:59:00,3
2019-12-04 05:25:00,3
2019-12-04 05:32:00,3
2019-12-04 05:39:00,3
2019-12-04 05:42:00,3
2019-12-04 05:55:00,6
2019-12-04 06:02:00,3
2019-12-04 06:04:00,3
2019-12-04 06:06:00,12
2019-12-04 06:07:00,15
2019-12-04 06:08:00,18
2019-12-04 06:09:00,12
2019-12-04 06:10:00,12
2019-12-04 06:11:00,3
2019-12-04 06:13:00,12
2019-12-04 06:14:00,15
2019-12-04 06:15:00,18
2019-12-04 06:16:00,18
2019-12-04 06:17:00,15
2019-12-04 06:18:00,15
2019-12-04 06:19:00,21
