133,select * from Frame where fieldId=#
2019-12-04 00:03:00,1
2019-12-04 02:14:00,1
2019-12-04 02:23:00,1
2019-12-04 02:46:00,1
2019-12-04 03:41:00,1
2019-12-04 04:08:00,1
2019-12-04 04:11:00,1
2019-12-04 04:15:00,1
2019-12-04 04:24:00,1
2019-12-04 05:21:00,1
2019-12-04 05:48:00,1
2019-12-04 06:11:00,1
2019-12-04 07:36:00,1
2019-12-04 07:51:00,1
2019-12-04 08:04:00,1
2019-12-04 08:14:00,1
2019-12-04 08:52:00,1
2019-12-04 09:11:00,1
2019-12-04 09:21:00,1
2019-12-04 09:43:00,1
2019-12-04 09:56:00,1
2019-12-04 10:06:00,1
2019-12-04 10:23:00,1
2019-12-04 10:50:00,1
2019-12-04 11:09:00,2
2019-12-04 11:12:00,1
2019-12-04 11:44:00,1
2019-12-04 11:45:00,1
2019-12-04 12:04:00,1
2019-12-04 12:09:00,1
2019-12-04 12:20:00,1
2019-12-04 12:32:00,1
2019-12-04 12:40:00,1
2019-12-04 12:57:00,1
2019-12-04 13:14:00,1
2019-12-04 13:17:00,1
2019-12-04 13:36:00,1
2019-12-04 13:58:00,13
2019-12-04 13:59:00,36
2019-12-04 14:00:00,3
2019-12-04 14:02:00,7
2019-12-04 14:26:00,1
2019-12-04 14:51:00,1
2019-12-04 14:53:00,1
2019-12-04 15:52:00,1
2019-12-04 15:56:00,1
2019-12-04 16:03:00,1
2019-12-04 16:11:00,1
2019-12-04 16:26:00,1
2019-12-04 16:33:00,1
2019-12-04 16:42:00,1
2019-12-04 16:43:00,1
2019-12-04 16:47:00,1
2019-12-04 17:12:00,1
2019-12-04 17:42:00,1
2019-12-04 18:10:00,2
2019-12-04 18:32:00,1
2019-12-04 19:05:00,1
2019-12-04 19:24:00,2
2019-12-04 19:33:00,1
2019-12-04 19:55:00,1
2019-12-04 19:56:00,1
2019-12-04 20:07:00,1
2019-12-04 20:09:00,1
2019-12-04 20:42:00,1
2019-12-04 20:57:00,1
2019-12-04 20:59:00,1
2019-12-04 21:06:00,1
2019-12-04 22:05:00,2
2019-12-04 22:22:00,1
2019-12-04 22:31:00,1
2019-12-04 23:15:00,1
2019-12-04 23:16:00,1
2019-12-04 23:45:00,1
