720,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-12-04 00:23:00,42
2019-12-04 00:53:00,42
2019-12-04 02:49:00,7
2019-12-04 02:50:00,36
2019-12-04 02:51:00,1
2019-12-04 03:37:00,1
2019-12-04 06:34:00,4
2019-12-04 06:35:00,10
2019-12-04 06:36:00,75
2019-12-04 10:24:00,42
2019-12-04 12:13:00,26
2019-12-04 12:51:00,2
2019-12-04 14:26:00,30
2019-12-04 14:27:00,12
2019-12-04 14:46:00,18
2019-12-04 14:48:00,42
2019-12-04 14:52:00,42
2019-12-04 15:33:00,42
2019-12-04 16:29:00,42
2019-12-04 18:05:00,42
2019-12-04 18:52:00,42
2019-12-04 19:04:00,18
2019-12-04 20:10:00,18
2019-12-04 21:05:00,42
2019-12-04 22:07:00,42
