7,select top # * from [CIRs_#]
2019-12-04 03:17:00,1
2019-12-04 03:22:00,1
2019-12-04 03:40:00,1
2019-12-04 03:41:00,1
2019-12-04 03:43:00,1
2019-12-04 03:46:00,1
2019-12-04 06:38:00,1
