30420,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-12-04 00:04:00,1
2019-12-04 00:05:00,1
2019-12-04 00:08:00,1
2019-12-04 00:10:00,1
2019-12-04 00:12:00,1
2019-12-04 00:14:00,1
2019-12-04 00:18:00,1
2019-12-04 00:19:00,1
2019-12-04 00:20:00,1
2019-12-04 00:21:00,1
2019-12-04 00:23:00,1
2019-12-04 00:25:00,1
2019-12-04 00:32:00,1
2019-12-04 00:52:00,1
2019-12-04 00:54:00,1
2019-12-04 00:56:00,1
2019-12-04 00:57:00,1
2019-12-04 00:58:00,1
2019-12-04 01:00:00,1
2019-12-04 01:01:00,1
2019-12-04 01:02:00,1
2019-12-04 01:04:00,1
2019-12-04 01:05:00,1
2019-12-04 01:06:00,2
2019-12-04 01:08:00,1
2019-12-04 01:09:00,1
2019-12-04 01:16:00,1
2019-12-04 01:17:00,3
2019-12-04 01:18:00,70
2019-12-04 01:19:00,77
2019-12-04 01:20:00,75
2019-12-04 01:21:00,76
2019-12-04 01:22:00,73
2019-12-04 01:23:00,74
2019-12-04 01:24:00,41
2019-12-04 01:27:00,2
2019-12-04 01:28:00,1
2019-12-04 01:29:00,1
2019-12-04 01:31:00,1
2019-12-04 01:33:00,1
2019-12-04 01:34:00,1
2019-12-04 01:35:00,1
2019-12-04 01:36:00,2
2019-12-04 01:37:00,1
2019-12-04 01:38:00,1
2019-12-04 01:39:00,1
2019-12-04 01:40:00,1
2019-12-04 01:41:00,1
2019-12-04 01:42:00,1
2019-12-04 01:43:00,1
2019-12-04 01:44:00,1
2019-12-04 01:45:00,1
2019-12-04 01:46:00,48
2019-12-04 01:47:00,73
2019-12-04 01:48:00,75
2019-12-04 01:49:00,60
2019-12-04 01:50:00,1
2019-12-04 01:51:00,1
2019-12-04 01:52:00,2
2019-12-04 01:53:00,1
2019-12-04 01:54:00,1
2019-12-04 01:55:00,1
2019-12-04 01:59:00,1
2019-12-04 02:00:00,1
2019-12-04 02:03:00,1
2019-12-04 02:59:00,1
2019-12-04 03:00:00,1
2019-12-04 03:03:00,1
2019-12-04 03:04:00,1
2019-12-04 03:06:00,1
2019-12-04 03:10:00,1
2019-12-04 03:11:00,1
2019-12-04 03:14:00,1
2019-12-04 03:15:00,1
2019-12-04 03:16:00,1
2019-12-04 03:17:00,1
2019-12-04 03:18:00,1
2019-12-04 03:19:00,1
2019-12-04 03:20:00,1
2019-12-04 03:21:00,1
2019-12-04 03:23:00,1
2019-12-04 04:08:00,1
2019-12-04 05:13:00,1
2019-12-04 05:25:00,26
2019-12-04 05:26:00,70
2019-12-04 05:27:00,69
2019-12-04 05:28:00,71
2019-12-04 05:29:00,73
2019-12-04 05:30:00,68
2019-12-04 05:31:00,69
2019-12-04 05:32:00,64
2019-12-04 05:33:00,68
2019-12-04 05:34:00,67
2019-12-04 05:35:00,68
2019-12-04 05:36:00,69
2019-12-04 05:37:00,64
2019-12-04 05:38:00,60
2019-12-04 05:39:00,66
2019-12-04 05:40:00,63
2019-12-04 05:41:00,66
2019-12-04 05:42:00,70
2019-12-04 05:43:00,71
2019-12-04 05:44:00,61
2019-12-04 05:45:00,70
2019-12-04 05:46:00,68
2019-12-04 05:47:00,71
2019-12-04 05:48:00,67
2019-12-04 05:49:00,72
2019-12-04 05:50:00,71
2019-12-04 05:51:00,73
2019-12-04 05:52:00,67
2019-12-04 05:53:00,74
2019-12-04 05:54:00,71
2019-12-04 05:55:00,69
2019-12-04 05:56:00,67
2019-12-04 05:57:00,65
2019-12-04 05:58:00,69
2019-12-04 05:59:00,72
2019-12-04 06:00:00,70
2019-12-04 06:01:00,70
2019-12-04 06:02:00,74
2019-12-04 06:03:00,66
2019-12-04 06:04:00,72
2019-12-04 06:05:00,69
2019-12-04 06:06:00,64
2019-12-04 06:07:00,72
2019-12-04 06:08:00,70
2019-12-04 06:09:00,71
2019-12-04 06:10:00,69
2019-12-04 06:11:00,68
2019-12-04 06:12:00,68
2019-12-04 06:13:00,73
2019-12-04 06:14:00,71
2019-12-04 06:15:00,68
2019-12-04 06:16:00,73
2019-12-04 06:17:00,71
2019-12-04 06:18:00,71
2019-12-04 06:19:00,70
2019-12-04 06:20:00,68
2019-12-04 06:21:00,72
2019-12-04 06:22:00,72
2019-12-04 06:23:00,68
2019-12-04 06:24:00,72
2019-12-04 06:25:00,72
2019-12-04 06:26:00,74
2019-12-04 06:27:00,73
2019-12-04 06:28:00,73
2019-12-04 06:29:00,21
2019-12-04 06:30:00,70
2019-12-04 06:31:00,70
2019-12-04 06:32:00,72
2019-12-04 06:33:00,11
2019-12-04 06:34:00,6
2019-12-04 06:35:00,5
2019-12-04 06:36:00,49
2019-12-04 06:37:00,68
2019-12-04 06:38:00,65
2019-12-04 06:39:00,72
2019-12-04 06:40:00,49
2019-12-04 06:41:00,67
2019-12-04 06:42:00,74
2019-12-04 06:43:00,68
2019-12-04 06:44:00,67
2019-12-04 06:45:00,70
2019-12-04 06:46:00,71
2019-12-04 06:47:00,71
2019-12-04 06:48:00,70
2019-12-04 06:49:00,49
2019-12-04 06:50:00,17
2019-12-04 06:51:00,15
2019-12-04 06:52:00,16
2019-12-04 06:53:00,18
2019-12-04 06:54:00,38
2019-12-04 06:55:00,74
2019-12-04 06:56:00,73
2019-12-04 06:57:00,75
2019-12-04 06:58:00,72
2019-12-04 06:59:00,71
2019-12-04 07:00:00,74
2019-12-04 07:01:00,72
2019-12-04 07:02:00,71
2019-12-04 07:03:00,58
2019-12-04 07:04:00,12
2019-12-04 07:05:00,15
2019-12-04 07:06:00,9
2019-12-04 07:07:00,6
2019-12-04 07:08:00,10
2019-12-04 07:09:00,9
2019-12-04 07:10:00,10
2019-12-04 07:11:00,13
2019-12-04 07:12:00,8
2019-12-04 07:13:00,11
2019-12-04 07:14:00,12
2019-12-04 07:15:00,15
2019-12-04 07:16:00,48
2019-12-04 07:17:00,11
2019-12-04 07:18:00,10
2019-12-04 07:19:00,8
2019-12-04 07:20:00,8
2019-12-04 07:21:00,8
2019-12-04 07:22:00,8
2019-12-04 07:23:00,7
2019-12-04 07:24:00,8
2019-12-04 07:25:00,8
