276,select * from fDocFunctionParams(&&&)
2019-12-04 00:25:00,1
2019-12-04 00:36:00,3
2019-12-04 00:53:00,2
2019-12-04 01:10:00,2
2019-12-04 01:49:00,2
2019-12-04 02:31:00,2
2019-12-04 02:32:00,1
2019-12-04 02:44:00,1
2019-12-04 02:47:00,1
2019-12-04 05:00:00,3
2019-12-04 06:51:00,9
2019-12-04 06:52:00,20
2019-12-04 07:14:00,14
2019-12-04 07:16:00,5
2019-12-04 07:17:00,6
2019-12-04 08:24:00,22
2019-12-04 08:25:00,17
2019-12-04 08:34:00,7
2019-12-04 08:57:00,2
2019-12-04 09:07:00,1
2019-12-04 09:17:00,1
2019-12-04 09:43:00,5
2019-12-04 09:44:00,36
2019-12-04 09:45:00,22
2019-12-04 09:46:00,51
2019-12-04 11:33:00,1
2019-12-04 12:04:00,1
2019-12-04 12:30:00,1
2019-12-04 12:40:00,2
2019-12-04 13:50:00,1
2019-12-04 14:12:00,3
2019-12-04 14:14:00,1
2019-12-04 14:25:00,1
2019-12-04 15:16:00,2
2019-12-04 15:51:00,3
2019-12-04 15:52:00,3
2019-12-04 18:20:00,2
2019-12-04 19:19:00,2
2019-12-04 19:57:00,1
2019-12-04 20:12:00,2
2019-12-04 22:04:00,2
2019-12-04 22:16:00,6
2019-12-04 22:57:00,1
2019-12-04 23:15:00,1
2019-12-04 23:16:00,2
2019-12-04 23:30:00,1
2019-12-04 23:38:00,1
