3,"SELECT top #   p.objID,    p.ra,    p.dec,    p.petroMag_g,    p.petroMag_r,    p.petroMag_i,   s.z FROM PhotoObjAll p JOIN SpecObjAll_tab s ON s.specObjID = p.objID WHERE    s.class = &&&   AND p.ra between (# - #) and (# + #)   AND p.dec between (# - #) and (# + #)"
2019-12-04 04:24:00,1
2019-12-04 04:28:00,1
2019-12-04 14:29:00,1
