56,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-10-29 00:45:00,1
2019-10-29 01:45:00,1
2019-10-29 02:45:00,1
2019-10-29 03:45:00,1
2019-10-29 04:45:00,1
2019-10-29 05:45:00,1
2019-10-29 06:45:00,1
2019-10-29 06:50:00,1
2019-10-29 07:45:00,1
2019-10-29 08:45:00,1
2019-10-29 09:45:00,1
2019-10-29 10:45:00,1
2019-10-29 11:46:00,1
2019-10-29 12:45:00,1
2019-10-29 13:05:00,1
2019-10-29 13:07:00,1
2019-10-29 13:15:00,1
2019-10-29 13:45:00,1
2019-10-29 14:44:00,1
2019-10-29 14:53:00,9
2019-10-29 15:22:00,9
2019-10-29 15:45:00,1
2019-10-29 16:23:00,3
2019-10-29 16:24:00,6
2019-10-29 16:45:00,1
2019-10-29 17:07:00,1
2019-10-29 17:10:00,1
2019-10-29 17:46:00,1
2019-10-29 18:45:00,1
2019-10-29 19:44:00,2
2019-10-29 19:45:00,1
2019-10-29 19:51:00,1
