15,"SELECT s.ra, s.dec, s.plate, s.mjd, s.fiberid, s.z, s.zerr, s.class FROM SpecObj as s WHERE s.specObjID = dbo.fGetNearestSpecObjIdEq(#,#,#) AND s.zWarning = # AND s.class = &&&"
2019-10-29 21:30:00,4
2019-10-29 21:31:00,1
2019-10-29 21:32:00,2
2019-10-29 21:33:00,4
2019-10-29 21:34:00,4
