4175,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-10-29 12:31:00,97
2019-10-29 12:32:00,112
2019-10-29 12:33:00,120
2019-10-29 12:34:00,67
2019-10-29 12:35:00,25
2019-10-29 12:36:00,77
2019-10-29 12:37:00,102
2019-10-29 12:38:00,103
2019-10-29 12:39:00,105
2019-10-29 12:40:00,8
2019-10-29 12:41:00,64
2019-10-29 12:42:00,61
2019-10-29 12:43:00,111
2019-10-29 12:44:00,65
2019-10-29 12:45:00,99
2019-10-29 12:46:00,100
2019-10-29 12:47:00,89
2019-10-29 12:48:00,12
2019-10-29 12:49:00,107
2019-10-29 12:50:00,105
2019-10-29 12:51:00,112
2019-10-29 12:52:00,104
2019-10-29 12:53:00,100
2019-10-29 12:54:00,102
2019-10-29 12:55:00,45
2019-10-29 12:56:00,12
2019-10-29 12:58:00,76
2019-10-29 12:59:00,93
2019-10-29 13:00:00,93
2019-10-29 13:01:00,73
2019-10-29 13:02:00,36
2019-10-29 13:03:00,82
2019-10-29 13:05:00,89
2019-10-29 13:06:00,76
2019-10-29 13:07:00,105
2019-10-29 13:08:00,73
2019-10-29 13:09:00,111
2019-10-29 13:10:00,112
2019-10-29 13:11:00,101
2019-10-29 13:12:00,102
2019-10-29 13:13:00,1
2019-10-29 13:14:00,21
2019-10-29 13:15:00,98
2019-10-29 13:16:00,75
2019-10-29 13:17:00,88
2019-10-29 13:18:00,100
2019-10-29 13:19:00,22
2019-10-29 13:23:00,42
2019-10-29 13:24:00,6
2019-10-29 13:25:00,92
2019-10-29 13:26:00,105
2019-10-29 13:27:00,99
2019-10-29 13:28:00,6
2019-10-29 13:29:00,32
2019-10-29 13:30:00,21
2019-10-29 13:31:00,26
2019-10-29 13:32:00,15
