70,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-10-29 20:47:00,3
2019-10-29 20:49:00,1
2019-10-29 20:54:00,1
2019-10-29 20:59:00,1
2019-10-29 21:01:00,1
2019-10-29 21:09:00,1
2019-10-29 21:11:00,1
2019-10-29 21:13:00,1
2019-10-29 21:17:00,1
2019-10-29 21:22:00,1
2019-10-29 21:27:00,1
2019-10-29 21:32:00,2
2019-10-29 21:37:00,1
2019-10-29 21:42:00,1
2019-10-29 21:47:00,1
2019-10-29 21:51:00,1
2019-10-29 21:52:00,2
2019-10-29 21:57:00,1
2019-10-29 22:02:00,1
2019-10-29 22:07:00,1
2019-10-29 22:11:00,1
2019-10-29 22:14:00,1
2019-10-29 22:17:00,1
2019-10-29 22:20:00,1
2019-10-29 22:25:00,1
2019-10-29 22:27:00,1
2019-10-29 22:29:00,2
2019-10-29 22:32:00,3
2019-10-29 22:34:00,2
2019-10-29 22:36:00,1
2019-10-29 22:37:00,4
2019-10-29 22:40:00,1
2019-10-29 22:43:00,2
2019-10-29 22:46:00,1
2019-10-29 22:47:00,3
2019-10-29 22:50:00,2
2019-10-29 22:52:00,1
2019-10-29 22:54:00,1
2019-10-29 22:57:00,2
2019-10-29 22:59:00,1
2019-10-29 23:09:00,1
2019-10-29 23:14:00,1
2019-10-29 23:17:00,1
2019-10-29 23:20:00,1
2019-10-29 23:22:00,1
2019-10-29 23:26:00,1
2019-10-29 23:31:00,1
2019-10-29 23:34:00,1
2019-10-29 23:36:00,1
2019-10-29 23:41:00,1
2019-10-29 23:46:00,1
2019-10-29 23:51:00,1
2019-10-29 23:55:00,1
2019-10-29 23:58:00,1
