167,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-10-29 00:25:00,1
2019-10-29 00:34:00,1
2019-10-29 00:42:00,1
2019-10-29 01:19:00,1
2019-10-29 01:23:00,1
2019-10-29 01:24:00,1
2019-10-29 01:30:00,1
2019-10-29 01:33:00,1
2019-10-29 01:40:00,1
2019-10-29 01:46:00,1
2019-10-29 01:54:00,1
2019-10-29 02:01:00,1
2019-10-29 02:07:00,1
2019-10-29 02:15:00,1
2019-10-29 02:17:00,1
2019-10-29 02:19:00,1
2019-10-29 02:25:00,1
2019-10-29 02:33:00,1
2019-10-29 02:35:00,1
2019-10-29 02:38:00,1
2019-10-29 02:46:00,1
2019-10-29 02:51:00,1
2019-10-29 02:56:00,1
2019-10-29 04:51:00,1
2019-10-29 05:01:00,1
2019-10-29 05:29:00,1
2019-10-29 06:20:00,1
2019-10-29 07:43:00,2
2019-10-29 07:51:00,1
2019-10-29 07:56:00,1
2019-10-29 08:02:00,1
2019-10-29 08:05:00,1
2019-10-29 08:21:00,1
2019-10-29 08:23:00,1
2019-10-29 08:24:00,1
2019-10-29 08:25:00,1
2019-10-29 08:41:00,1
2019-10-29 08:57:00,1
2019-10-29 09:00:00,4
2019-10-29 09:36:00,1
2019-10-29 09:45:00,1
2019-10-29 09:55:00,1
2019-10-29 09:58:00,1
2019-10-29 11:39:00,1
2019-10-29 11:53:00,1
2019-10-29 11:54:00,1
2019-10-29 11:57:00,1
2019-10-29 12:05:00,1
2019-10-29 12:12:00,1
2019-10-29 12:26:00,1
2019-10-29 12:30:00,1
2019-10-29 12:37:00,1
2019-10-29 12:40:00,1
2019-10-29 12:43:00,1
2019-10-29 12:45:00,1
2019-10-29 12:49:00,1
2019-10-29 12:54:00,1
2019-10-29 12:59:00,1
2019-10-29 13:04:00,1
2019-10-29 13:14:00,2
2019-10-29 13:23:00,1
2019-10-29 13:28:00,2
2019-10-29 13:35:00,1
2019-10-29 13:36:00,1
2019-10-29 13:38:00,1
2019-10-29 13:40:00,1
2019-10-29 13:48:00,1
2019-10-29 13:50:00,1
2019-10-29 13:54:00,1
2019-10-29 13:56:00,1
2019-10-29 13:58:00,1
2019-10-29 14:00:00,1
2019-10-29 14:03:00,1
2019-10-29 14:06:00,1
2019-10-29 14:09:00,1
2019-10-29 14:11:00,1
2019-10-29 14:13:00,1
2019-10-29 14:15:00,2
2019-10-29 14:18:00,1
2019-10-29 14:19:00,1
2019-10-29 14:21:00,1
2019-10-29 14:24:00,1
2019-10-29 14:28:00,2
2019-10-29 14:34:00,1
2019-10-29 14:41:00,1
2019-10-29 14:43:00,1
2019-10-29 14:44:00,1
2019-10-29 14:46:00,1
2019-10-29 14:48:00,1
2019-10-29 14:49:00,1
2019-10-29 14:50:00,1
2019-10-29 14:53:00,1
2019-10-29 14:55:00,1
2019-10-29 14:59:00,1
2019-10-29 15:00:00,1
2019-10-29 15:02:00,1
2019-10-29 15:03:00,1
2019-10-29 15:07:00,1
2019-10-29 15:09:00,1
2019-10-29 15:11:00,1
2019-10-29 15:15:00,1
2019-10-29 15:16:00,1
2019-10-29 15:18:00,1
2019-10-29 15:21:00,1
2019-10-29 15:25:00,2
2019-10-29 15:35:00,1
2019-10-29 15:39:00,1
2019-10-29 15:40:00,1
2019-10-29 15:42:00,1
2019-10-29 15:43:00,1
2019-10-29 15:46:00,1
2019-10-29 15:49:00,1
2019-10-29 15:51:00,1
2019-10-29 16:12:00,1
2019-10-29 16:16:00,1
2019-10-29 16:19:00,1
2019-10-29 16:23:00,1
2019-10-29 16:54:00,1
2019-10-29 16:55:00,1
2019-10-29 17:28:00,1
2019-10-29 17:29:00,1
2019-10-29 17:37:00,1
2019-10-29 17:51:00,1
2019-10-29 17:52:00,1
2019-10-29 17:53:00,1
2019-10-29 18:07:00,1
2019-10-29 18:14:00,1
2019-10-29 18:34:00,4
2019-10-29 18:49:00,1
2019-10-29 18:57:00,1
2019-10-29 19:10:00,1
2019-10-29 19:38:00,1
2019-10-29 20:05:00,1
2019-10-29 20:11:00,1
2019-10-29 20:13:00,2
2019-10-29 20:20:00,1
2019-10-29 20:24:00,1
2019-10-29 20:25:00,1
2019-10-29 20:32:00,1
2019-10-29 21:10:00,1
2019-10-29 21:14:00,1
2019-10-29 21:24:00,1
2019-10-29 21:38:00,1
2019-10-29 21:48:00,1
2019-10-29 21:56:00,1
2019-10-29 22:02:00,1
2019-10-29 22:12:00,1
2019-10-29 22:23:00,2
2019-10-29 22:25:00,1
2019-10-29 23:05:00,1
2019-10-29 23:39:00,1
2019-10-29 23:45:00,1
2019-10-29 23:59:00,1
