127,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-10-29 00:20:00,1
2019-10-29 02:20:00,1
2019-10-29 05:20:00,4
2019-10-29 06:35:00,4
2019-10-29 07:30:00,2
2019-10-29 12:35:00,1
2019-10-29 13:20:00,2
2019-10-29 13:25:00,4
2019-10-29 14:20:00,3
2019-10-29 14:30:00,3
2019-10-29 14:45:00,1
2019-10-29 14:47:00,3
2019-10-29 16:45:00,1
2019-10-29 16:47:00,26
2019-10-29 16:48:00,3
2019-10-29 16:55:00,29
2019-10-29 16:56:00,33
2019-10-29 16:57:00,4
2019-10-29 20:15:00,1
2019-10-29 22:05:00,1
