818,"select                                                                              G.objID, G.ra, G.dec,                                                       G.petroMag_u, G.petroMag_g, G.petroMag_r, G.petroMag_i, G.petroMag_z,                      G.petroMagErr_u, G.petroMagErr_g, G.petroMagErr_r, G.petroMagErr_i, G.petroMagErr_z,       ph.z                                                                    from                                                                                              Galaxy as G, dbo.fGetNearbyObjEq(#,#,#) as N, photoz as ph                       where                                                                                             G.objID = N.objID and                                                                      ph.objID = N.objID and                                                                     ph.z># and                                                                                ph.z<#"
2019-10-29 15:46:00,9
2019-10-29 15:47:00,1
2019-10-29 16:29:00,4
2019-10-29 16:30:00,4
2019-10-29 16:31:00,18
2019-10-29 16:32:00,12
2019-10-29 16:33:00,13
2019-10-29 16:34:00,10
2019-10-29 16:35:00,16
2019-10-29 16:36:00,13
2019-10-29 16:37:00,12
2019-10-29 16:38:00,14
2019-10-29 16:39:00,14
2019-10-29 16:40:00,13
2019-10-29 16:41:00,14
2019-10-29 16:42:00,13
2019-10-29 16:43:00,13
2019-10-29 16:44:00,12
2019-10-29 16:45:00,12
2019-10-29 16:46:00,13
2019-10-29 16:47:00,13
2019-10-29 16:48:00,13
2019-10-29 16:49:00,9
2019-10-29 16:50:00,12
2019-10-29 16:51:00,15
2019-10-29 16:52:00,15
2019-10-29 16:53:00,13
2019-10-29 16:54:00,14
2019-10-29 16:55:00,12
2019-10-29 16:56:00,14
2019-10-29 16:57:00,14
2019-10-29 16:58:00,14
2019-10-29 16:59:00,13
2019-10-29 17:00:00,13
2019-10-29 17:01:00,13
2019-10-29 17:02:00,12
2019-10-29 17:03:00,13
2019-10-29 17:04:00,15
2019-10-29 17:05:00,13
2019-10-29 17:06:00,12
2019-10-29 17:07:00,11
2019-10-29 17:08:00,13
2019-10-29 17:09:00,13
2019-10-29 17:10:00,11
2019-10-29 17:11:00,14
2019-10-29 17:12:00,12
2019-10-29 17:13:00,13
2019-10-29 17:14:00,12
2019-10-29 17:15:00,14
2019-10-29 17:16:00,13
2019-10-29 17:17:00,13
2019-10-29 17:18:00,13
2019-10-29 17:19:00,13
2019-10-29 17:20:00,14
2019-10-29 17:21:00,13
2019-10-29 17:22:00,13
2019-10-29 17:23:00,11
2019-10-29 17:24:00,11
2019-10-29 17:25:00,13
2019-10-29 17:26:00,12
2019-10-29 17:27:00,14
2019-10-29 17:28:00,15
2019-10-29 17:29:00,12
2019-10-29 17:30:00,14
2019-10-29 17:31:00,10
2019-10-29 17:32:00,9
