19305,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-10-29 12:30:00,24
2019-10-29 12:31:00,20
2019-10-29 12:32:00,24
2019-10-29 12:33:00,29
2019-10-29 12:34:00,25
2019-10-29 12:35:00,25
2019-10-29 12:36:00,14
2019-10-29 12:37:00,27
2019-10-29 12:38:00,32
2019-10-29 12:39:00,10
2019-10-29 12:40:00,9
2019-10-29 12:41:00,8
2019-10-29 12:42:00,13
2019-10-29 12:43:00,11
2019-10-29 12:44:00,13
2019-10-29 12:45:00,11
2019-10-29 12:46:00,10
2019-10-29 12:47:00,11
2019-10-29 12:48:00,15
2019-10-29 12:49:00,14
2019-10-29 12:50:00,10
2019-10-29 12:51:00,7
2019-10-29 12:52:00,6
2019-10-29 12:53:00,19
2019-10-29 12:54:00,17
2019-10-29 12:55:00,25
2019-10-29 12:56:00,22
2019-10-29 12:57:00,5
2019-10-29 12:58:00,20
2019-10-29 12:59:00,12
2019-10-29 13:00:00,24
2019-10-29 13:01:00,17
2019-10-29 13:02:00,5
2019-10-29 13:03:00,9
2019-10-29 13:04:00,7
2019-10-29 13:05:00,11
2019-10-29 13:06:00,8
2019-10-29 13:07:00,9
2019-10-29 13:08:00,12
2019-10-29 13:09:00,10
2019-10-29 13:10:00,6
2019-10-29 13:11:00,10
2019-10-29 13:12:00,14
2019-10-29 13:13:00,13
2019-10-29 13:14:00,16
2019-10-29 13:15:00,2
2019-10-29 13:16:00,14
2019-10-29 13:17:00,15
2019-10-29 13:18:00,17
2019-10-29 13:19:00,15
2019-10-29 13:20:00,8
2019-10-29 13:21:00,9
2019-10-29 13:22:00,7
2019-10-29 13:23:00,11
2019-10-29 13:24:00,6
2019-10-29 13:25:00,17
2019-10-29 13:26:00,16
2019-10-29 13:27:00,8
2019-10-29 13:28:00,8
2019-10-29 13:29:00,14
2019-10-29 13:30:00,10
2019-10-29 13:31:00,19
2019-10-29 13:32:00,11
2019-10-29 13:33:00,5
2019-10-29 13:34:00,17
2019-10-29 13:35:00,17
2019-10-29 13:36:00,16
2019-10-29 13:37:00,15
2019-10-29 13:38:00,6
2019-10-29 13:39:00,9
2019-10-29 13:40:00,14
2019-10-29 13:41:00,10
2019-10-29 13:42:00,8
2019-10-29 13:43:00,13
2019-10-29 13:44:00,7
2019-10-29 13:45:00,8
2019-10-29 13:46:00,15
2019-10-29 13:47:00,11
2019-10-29 13:48:00,14
2019-10-29 13:49:00,23
2019-10-29 13:50:00,22
2019-10-29 13:51:00,27
2019-10-29 13:52:00,24
2019-10-29 13:53:00,28
2019-10-29 13:54:00,26
2019-10-29 13:55:00,27
2019-10-29 13:56:00,21
2019-10-29 13:57:00,30
2019-10-29 13:58:00,37
2019-10-29 13:59:00,36
2019-10-29 14:00:00,32
2019-10-29 14:01:00,46
2019-10-29 14:02:00,34
2019-10-29 14:03:00,42
2019-10-29 14:04:00,45
2019-10-29 14:05:00,37
2019-10-29 14:06:00,42
2019-10-29 14:07:00,60
2019-10-29 14:08:00,78
2019-10-29 14:09:00,75
2019-10-29 14:10:00,90
2019-10-29 14:11:00,81
2019-10-29 14:12:00,85
2019-10-29 14:13:00,94
2019-10-29 14:14:00,94
2019-10-29 14:15:00,59
2019-10-29 14:16:00,44
2019-10-29 14:17:00,58
2019-10-29 14:18:00,57
2019-10-29 14:19:00,53
2019-10-29 14:20:00,47
2019-10-29 14:21:00,27
2019-10-29 14:22:00,17
2019-10-29 14:23:00,21
2019-10-29 14:24:00,14
2019-10-29 14:25:00,22
2019-10-29 14:26:00,29
2019-10-29 14:27:00,26
2019-10-29 14:28:00,16
2019-10-29 14:29:00,17
2019-10-29 14:30:00,13
2019-10-29 14:31:00,13
2019-10-29 14:32:00,14
2019-10-29 14:33:00,11
2019-10-29 14:34:00,12
2019-10-29 14:35:00,10
2019-10-29 14:36:00,15
2019-10-29 14:37:00,12
2019-10-29 14:38:00,13
2019-10-29 14:39:00,9
2019-10-29 14:40:00,14
2019-10-29 14:41:00,11
2019-10-29 14:42:00,13
2019-10-29 14:43:00,14
2019-10-29 14:44:00,10
2019-10-29 14:45:00,11
2019-10-29 14:46:00,17
2019-10-29 14:47:00,12
2019-10-29 14:48:00,14
2019-10-29 14:49:00,6
2019-10-29 14:50:00,7
2019-10-29 14:51:00,8
2019-10-29 14:52:00,8
2019-10-29 14:53:00,11
2019-10-29 14:54:00,9
2019-10-29 14:55:00,9
2019-10-29 14:56:00,10
2019-10-29 14:57:00,12
2019-10-29 14:58:00,8
2019-10-29 14:59:00,9
2019-10-29 15:00:00,7
2019-10-29 15:01:00,5
2019-10-29 15:02:00,8
2019-10-29 15:03:00,10
2019-10-29 15:04:00,6
2019-10-29 15:05:00,14
2019-10-29 15:06:00,9
2019-10-29 15:07:00,8
2019-10-29 15:08:00,6
2019-10-29 15:09:00,2
2019-10-29 15:10:00,6
2019-10-29 15:11:00,5
2019-10-29 15:12:00,7
2019-10-29 15:13:00,6
2019-10-29 15:14:00,3
