98,select distinct parent from DBViewCols where viewname=&&&
2019-12-19 01:17:00,2
2019-12-19 01:18:00,1
2019-12-19 05:53:00,12
2019-12-19 05:54:00,7
2019-12-19 06:41:00,1
2019-12-19 07:23:00,1
2019-12-19 07:29:00,1
2019-12-19 07:56:00,23
2019-12-19 07:57:00,29
2019-12-19 07:58:00,7
2019-12-19 08:16:00,1
2019-12-19 08:17:00,3
2019-12-19 10:34:00,1
2019-12-19 10:58:00,1
2019-12-19 11:09:00,1
2019-12-19 21:13:00,1
2019-12-19 21:27:00,1
2019-12-19 21:35:00,3
2019-12-19 23:31:00,2
