6,select top # * from [MyTable_jpas_#]
2019-12-19 05:45:00,1
2019-12-19 06:06:00,1
2019-12-19 06:13:00,1
2019-12-19 06:16:00,1
2019-12-19 06:37:00,1
2019-12-19 06:45:00,1
