1249,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-12-19 00:27:00,9
2019-12-19 00:47:00,1
2019-12-19 01:46:00,1
2019-12-19 02:37:00,1
2019-12-19 02:45:00,1
2019-12-19 03:08:00,1
2019-12-19 03:44:00,9
2019-12-19 03:45:00,1
2019-12-19 03:46:00,9
2019-12-19 03:48:00,9
2019-12-19 03:50:00,9
2019-12-19 04:40:00,1
2019-12-19 04:45:00,1
2019-12-19 04:47:00,1
2019-12-19 04:51:00,1
2019-12-19 04:53:00,1
2019-12-19 05:45:00,1
2019-12-19 06:15:00,1
2019-12-19 06:31:00,1
2019-12-19 06:34:00,1
2019-12-19 06:35:00,1
2019-12-19 06:45:00,1
2019-12-19 07:45:00,1
2019-12-19 08:35:00,1
2019-12-19 08:37:00,1
2019-12-19 08:41:00,1
2019-12-19 08:43:00,1
2019-12-19 08:44:00,1
2019-12-19 08:45:00,1
2019-12-19 08:46:00,1
2019-12-19 08:47:00,1
2019-12-19 08:52:00,1
2019-12-19 08:54:00,1
2019-12-19 09:04:00,1
2019-12-19 09:06:00,1
2019-12-19 09:08:00,9
2019-12-19 09:12:00,1
2019-12-19 09:16:00,1
2019-12-19 09:24:00,1
2019-12-19 09:38:00,1
2019-12-19 09:40:00,1
2019-12-19 09:45:00,1
2019-12-19 09:53:00,1
2019-12-19 09:59:00,1
2019-12-19 10:00:00,1
2019-12-19 10:08:00,1
2019-12-19 10:16:00,1
2019-12-19 10:26:00,1
2019-12-19 10:27:00,1
2019-12-19 10:31:00,1
2019-12-19 10:34:00,9
2019-12-19 10:37:00,1
2019-12-19 10:41:00,1
2019-12-19 10:45:00,2
2019-12-19 10:48:00,1
2019-12-19 10:52:00,1
2019-12-19 10:53:00,1
2019-12-19 11:02:00,9
2019-12-19 11:05:00,1
2019-12-19 11:11:00,1
2019-12-19 11:16:00,1
2019-12-19 11:21:00,1
2019-12-19 11:27:00,1
2019-12-19 11:32:00,1
2019-12-19 11:37:00,1
2019-12-19 11:42:00,1
2019-12-19 11:45:00,1
2019-12-19 11:47:00,1
2019-12-19 11:53:00,1
2019-12-19 11:56:00,1
2019-12-19 11:58:00,1
2019-12-19 12:36:00,1
2019-12-19 12:42:00,1
2019-12-19 12:45:00,1
2019-12-19 12:47:00,1
2019-12-19 12:50:00,1
2019-12-19 12:59:00,1
2019-12-19 13:24:00,1
2019-12-19 13:29:00,1
2019-12-19 13:35:00,1
2019-12-19 13:42:00,1
2019-12-19 13:45:00,1
2019-12-19 13:46:00,1
2019-12-19 14:40:00,1
2019-12-19 14:44:00,1
2019-12-19 15:45:00,1
2019-12-19 16:09:00,9
2019-12-19 16:45:00,1
2019-12-19 17:45:00,1
2019-12-19 18:00:00,60
2019-12-19 18:01:00,130
2019-12-19 18:02:00,171
2019-12-19 18:03:00,167
2019-12-19 18:04:00,175
2019-12-19 18:05:00,209
2019-12-19 18:06:00,174
2019-12-19 18:45:00,1
