1127,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-12-19 00:00:00,60
2019-12-19 00:07:00,12
2019-12-19 00:08:00,16
2019-12-19 00:09:00,11
2019-12-19 01:30:00,42
2019-12-19 01:44:00,3
2019-12-19 01:51:00,14
2019-12-19 01:52:00,17
2019-12-19 01:53:00,11
2019-12-19 02:19:00,1
2019-12-19 02:56:00,18
2019-12-19 03:10:00,14
2019-12-19 03:11:00,19
2019-12-19 03:12:00,25
2019-12-19 03:13:00,18
2019-12-19 03:14:00,9
2019-12-19 03:22:00,2
2019-12-19 03:23:00,17
2019-12-19 03:24:00,17
2019-12-19 03:25:00,6
2019-12-19 04:07:00,14
2019-12-19 04:08:00,17
2019-12-19 04:09:00,11
2019-12-19 05:23:00,3
2019-12-19 05:24:00,17
2019-12-19 05:25:00,17
2019-12-19 05:26:00,5
2019-12-19 06:05:00,18
2019-12-19 07:07:00,16
2019-12-19 07:08:00,17
2019-12-19 07:09:00,9
2019-12-19 07:33:00,1
2019-12-19 08:06:00,5
2019-12-19 08:07:00,42
2019-12-19 09:21:00,1
2019-12-19 09:31:00,12
2019-12-19 09:32:00,21
2019-12-19 09:33:00,9
2019-12-19 09:50:00,18
2019-12-19 10:07:00,42
2019-12-19 10:48:00,2
2019-12-19 10:49:00,15
2019-12-19 10:50:00,24
2019-12-19 10:51:00,31
2019-12-19 10:52:00,6
2019-12-19 12:32:00,42
2019-12-19 13:40:00,42
2019-12-19 16:47:00,42
2019-12-19 17:51:00,18
2019-12-19 17:59:00,18
2019-12-19 19:23:00,42
2019-12-19 21:15:00,42
2019-12-19 21:24:00,18
2019-12-19 21:33:00,116
2019-12-19 21:38:00,42
