7780,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-12-19 00:01:00,13
2019-12-19 00:02:00,1
2019-12-19 00:03:00,1
2019-12-19 00:04:00,1
2019-12-19 00:05:00,1
2019-12-19 00:06:00,1
2019-12-19 00:09:00,1
2019-12-19 00:11:00,1
2019-12-19 00:14:00,1
2019-12-19 00:17:00,1
2019-12-19 00:20:00,2
2019-12-19 00:21:00,1
2019-12-19 00:23:00,5
2019-12-19 00:26:00,31
2019-12-19 00:27:00,28
2019-12-19 00:30:00,4
2019-12-19 00:33:00,15
2019-12-19 00:36:00,1
2019-12-19 00:38:00,10
2019-12-19 00:41:00,4
2019-12-19 00:44:00,1
2019-12-19 00:46:00,1
2019-12-19 00:47:00,3
2019-12-19 00:50:00,1
2019-12-19 00:51:00,9
2019-12-19 00:52:00,1
2019-12-19 00:54:00,1
2019-12-19 00:56:00,1
2019-12-19 00:58:00,1
2019-12-19 01:01:00,4
2019-12-19 01:02:00,2
2019-12-19 01:04:00,1
2019-12-19 01:06:00,1
2019-12-19 01:07:00,6
2019-12-19 01:10:00,1
2019-12-19 01:11:00,1
2019-12-19 01:12:00,1
2019-12-19 01:14:00,5
2019-12-19 01:15:00,1
2019-12-19 01:16:00,1
2019-12-19 01:19:00,14
2019-12-19 01:22:00,5
2019-12-19 01:23:00,1
2019-12-19 01:25:00,10
2019-12-19 01:29:00,1
2019-12-19 01:32:00,1
2019-12-19 01:34:00,4
2019-12-19 01:35:00,1
2019-12-19 01:38:00,1
2019-12-19 01:39:00,1
2019-12-19 01:41:00,1
2019-12-19 01:43:00,17
2019-12-19 01:44:00,1
2019-12-19 01:45:00,7
2019-12-19 01:46:00,1
2019-12-19 01:47:00,1
2019-12-19 01:50:00,1
2019-12-19 01:52:00,1
2019-12-19 01:54:00,1
2019-12-19 01:56:00,12
2019-12-19 01:58:00,1
2019-12-19 02:01:00,2
2019-12-19 02:02:00,1
2019-12-19 02:05:00,1
2019-12-19 02:06:00,1
2019-12-19 02:08:00,2
2019-12-19 02:11:00,1
2019-12-19 02:14:00,1
2019-12-19 02:17:00,1
2019-12-19 02:19:00,1
2019-12-19 02:21:00,1
2019-12-19 02:24:00,1
2019-12-19 02:25:00,5
2019-12-19 02:28:00,2
2019-12-19 02:31:00,3
2019-12-19 02:32:00,7
2019-12-19 02:33:00,2
2019-12-19 02:34:00,1
2019-12-19 02:36:00,1
2019-12-19 02:39:00,1
2019-12-19 02:41:00,1
2019-12-19 02:44:00,1
2019-12-19 02:45:00,1
2019-12-19 02:47:00,1
2019-12-19 02:48:00,1
2019-12-19 02:51:00,2
2019-12-19 02:52:00,2
2019-12-19 02:54:00,1
2019-12-19 02:57:00,12
2019-12-19 02:58:00,1
2019-12-19 03:01:00,1
2019-12-19 03:04:00,1
2019-12-19 03:07:00,1
2019-12-19 03:09:00,1
2019-12-19 03:11:00,8
2019-12-19 03:13:00,2
2019-12-19 03:15:00,1
2019-12-19 03:17:00,1
2019-12-19 03:19:00,1
2019-12-19 03:22:00,1
2019-12-19 03:25:00,1
2019-12-19 03:27:00,1
2019-12-19 03:29:00,1
2019-12-19 03:31:00,1
2019-12-19 03:33:00,1
2019-12-19 03:36:00,1
2019-12-19 03:39:00,1
2019-12-19 03:41:00,1
2019-12-19 03:45:00,1
2019-12-19 03:47:00,1
2019-12-19 03:50:00,1
2019-12-19 03:52:00,2
2019-12-19 03:54:00,1
2019-12-19 03:55:00,1
2019-12-19 03:57:00,1
2019-12-19 03:59:00,1
2019-12-19 04:02:00,1
2019-12-19 04:03:00,1
2019-12-19 04:06:00,1
2019-12-19 04:08:00,1
2019-12-19 04:10:00,9
2019-12-19 04:11:00,1
2019-12-19 04:13:00,1
2019-12-19 04:16:00,1
2019-12-19 04:19:00,1
2019-12-19 04:21:00,1
2019-12-19 04:23:00,1
2019-12-19 04:26:00,1
2019-12-19 04:28:00,1
2019-12-19 04:31:00,1
2019-12-19 04:33:00,1
2019-12-19 04:36:00,1
2019-12-19 04:39:00,4
2019-12-19 04:42:00,1
2019-12-19 04:44:00,1
2019-12-19 04:47:00,2
2019-12-19 04:50:00,2
2019-12-19 04:51:00,1
2019-12-19 04:54:00,1
2019-12-19 04:56:00,2
2019-12-19 04:58:00,1
2019-12-19 05:00:00,1
2019-12-19 05:02:00,1
2019-12-19 05:04:00,1
2019-12-19 05:07:00,2
2019-12-19 05:09:00,1
2019-12-19 05:11:00,2
2019-12-19 05:14:00,1
2019-12-19 05:16:00,4
2019-12-19 05:18:00,1
2019-12-19 05:19:00,1
2019-12-19 05:20:00,1
2019-12-19 05:22:00,11
2019-12-19 05:24:00,1
2019-12-19 05:26:00,2
2019-12-19 05:28:00,1
2019-12-19 05:30:00,1
2019-12-19 05:32:00,1
2019-12-19 05:35:00,6
2019-12-19 05:37:00,2
2019-12-19 05:40:00,1
2019-12-19 05:42:00,1
2019-12-19 05:45:00,1
2019-12-19 05:47:00,1
2019-12-19 05:52:00,1
2019-12-19 05:54:00,1
2019-12-19 05:56:00,1
2019-12-19 05:59:00,1
2019-12-19 06:00:00,1
2019-12-19 06:03:00,1
2019-12-19 06:06:00,3
2019-12-19 06:08:00,1
2019-12-19 06:10:00,1
2019-12-19 06:12:00,1
2019-12-19 06:13:00,1
2019-12-19 06:15:00,1
2019-12-19 06:18:00,1
2019-12-19 06:20:00,1
2019-12-19 06:23:00,1
2019-12-19 06:25:00,1
2019-12-19 06:27:00,1
2019-12-19 06:28:00,11
2019-12-19 06:29:00,35
2019-12-19 06:30:00,11
2019-12-19 06:31:00,10
2019-12-19 06:32:00,4
2019-12-19 06:33:00,35
2019-12-19 06:34:00,12
2019-12-19 06:36:00,11
2019-12-19 06:37:00,17
2019-12-19 06:38:00,41
2019-12-19 06:39:00,13
2019-12-19 06:40:00,7
2019-12-19 06:42:00,1
2019-12-19 06:43:00,9
2019-12-19 06:44:00,6
2019-12-19 06:45:00,17
2019-12-19 06:47:00,1
2019-12-19 06:48:00,8
2019-12-19 06:49:00,30
2019-12-19 06:50:00,17
2019-12-19 06:51:00,48
2019-12-19 06:52:00,25
2019-12-19 06:53:00,5
2019-12-19 06:55:00,40
2019-12-19 06:56:00,1
2019-12-19 06:57:00,14
2019-12-19 06:58:00,56
2019-12-19 06:59:00,46
2019-12-19 07:00:00,14
2019-12-19 07:01:00,43
2019-12-19 07:02:00,12
2019-12-19 07:03:00,15
2019-12-19 07:04:00,51
2019-12-19 07:05:00,16
2019-12-19 07:06:00,43
2019-12-19 07:07:00,1
2019-12-19 07:08:00,15
2019-12-19 07:10:00,13
2019-12-19 07:11:00,29
2019-12-19 07:12:00,11
2019-12-19 07:13:00,48
2019-12-19 07:14:00,3
2019-12-19 07:15:00,9
2019-12-19 07:16:00,26
2019-12-19 07:17:00,8
2019-12-19 07:18:00,18
2019-12-19 07:19:00,18
2019-12-19 07:20:00,18
2019-12-19 07:21:00,12
2019-12-19 07:22:00,20
2019-12-19 07:23:00,18
2019-12-19 07:25:00,9
2019-12-19 07:26:00,1
2019-12-19 07:27:00,1
2019-12-19 07:28:00,7
2019-12-19 07:29:00,43
2019-12-19 07:30:00,8
2019-12-19 07:31:00,3
2019-12-19 07:32:00,16
2019-12-19 07:33:00,34
2019-12-19 07:34:00,19
2019-12-19 07:36:00,18
2019-12-19 07:37:00,11
2019-12-19 07:38:00,6
2019-12-19 07:40:00,11
2019-12-19 07:41:00,1
2019-12-19 07:42:00,5
2019-12-19 07:43:00,5
2019-12-19 07:44:00,7
2019-12-19 07:45:00,9
2019-12-19 07:46:00,18
2019-12-19 07:48:00,16
2019-12-19 07:49:00,5
2019-12-19 07:50:00,5
2019-12-19 07:51:00,1
2019-12-19 07:52:00,1
2019-12-19 07:53:00,1
2019-12-19 07:54:00,1
2019-12-19 07:55:00,2
2019-12-19 07:56:00,2
2019-12-19 07:58:00,1
2019-12-19 07:59:00,1
2019-12-19 08:00:00,1
2019-12-19 08:01:00,3
2019-12-19 08:02:00,2
2019-12-19 08:03:00,2
2019-12-19 08:06:00,1
2019-12-19 08:09:00,1
2019-12-19 08:12:00,1
2019-12-19 08:13:00,16
2019-12-19 08:14:00,6
2019-12-19 08:15:00,1
2019-12-19 08:16:00,1
2019-12-19 08:18:00,1
2019-12-19 08:19:00,1
2019-12-19 08:20:00,8
2019-12-19 08:21:00,2
2019-12-19 08:24:00,1
2019-12-19 08:26:00,1
2019-12-19 08:27:00,1
2019-12-19 08:28:00,1
2019-12-19 08:30:00,1
2019-12-19 08:32:00,2
2019-12-19 08:33:00,1
2019-12-19 08:34:00,2
2019-12-19 08:35:00,2
2019-12-19 08:36:00,1
2019-12-19 08:39:00,1
2019-12-19 08:40:00,1
2019-12-19 08:41:00,1
2019-12-19 08:42:00,2
2019-12-19 08:43:00,8
2019-12-19 08:46:00,2
2019-12-19 08:47:00,1
2019-12-19 08:48:00,1
2019-12-19 08:49:00,2
2019-12-19 08:51:00,2
2019-12-19 08:52:00,1
2019-12-19 08:53:00,1
2019-12-19 08:54:00,3
2019-12-19 08:55:00,2
2019-12-19 08:56:00,1
2019-12-19 08:57:00,1
2019-12-19 08:58:00,2
2019-12-19 09:00:00,1
2019-12-19 09:03:00,1
2019-12-19 09:04:00,2
2019-12-19 09:05:00,1
2019-12-19 09:06:00,2
2019-12-19 09:07:00,1
2019-12-19 09:08:00,1
2019-12-19 09:09:00,1
2019-12-19 09:10:00,1
2019-12-19 09:11:00,2
2019-12-19 09:13:00,1
2019-12-19 09:15:00,2
2019-12-19 09:16:00,2
2019-12-19 09:17:00,1
2019-12-19 09:18:00,2
2019-12-19 09:20:00,3
2019-12-19 09:23:00,1
2019-12-19 09:24:00,1
2019-12-19 09:25:00,8
2019-12-19 09:26:00,3
2019-12-19 09:27:00,1
2019-12-19 09:28:00,8
2019-12-19 09:29:00,1
2019-12-19 09:30:00,1
2019-12-19 09:31:00,1
2019-12-19 09:32:00,3
2019-12-19 09:33:00,3
2019-12-19 09:34:00,1
2019-12-19 09:35:00,7
2019-12-19 09:36:00,1
2019-12-19 09:38:00,13
2019-12-19 09:39:00,1
2019-12-19 09:40:00,8
2019-12-19 09:41:00,2
2019-12-19 09:42:00,4
2019-12-19 09:43:00,4
2019-12-19 09:44:00,39
2019-12-19 09:45:00,43
2019-12-19 09:46:00,29
2019-12-19 09:47:00,52
2019-12-19 09:48:00,48
2019-12-19 09:49:00,34
2019-12-19 09:50:00,29
2019-12-19 09:51:00,21
2019-12-19 09:52:00,28
2019-12-19 09:53:00,39
2019-12-19 09:54:00,61
2019-12-19 09:55:00,54
2019-12-19 09:56:00,51
2019-12-19 09:57:00,18
2019-12-19 09:58:00,12
2019-12-19 09:59:00,2
2019-12-19 10:00:00,21
2019-12-19 10:02:00,18
2019-12-19 10:03:00,22
2019-12-19 10:04:00,23
2019-12-19 10:06:00,26
2019-12-19 10:07:00,10
2019-12-19 10:08:00,21
