189,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-12-19 03:15:00,1
2019-12-19 05:15:00,4
2019-12-19 05:20:00,1
2019-12-19 05:25:00,4
2019-12-19 06:25:00,6
2019-12-19 07:40:00,10
2019-12-19 09:40:00,5
2019-12-19 11:20:00,13
2019-12-19 12:15:00,3
2019-12-19 13:05:00,2
2019-12-19 13:20:00,1
2019-12-19 13:30:00,2
2019-12-19 14:15:00,9
2019-12-19 14:25:00,6
2019-12-19 15:20:00,34
2019-12-19 15:21:00,35
2019-12-19 15:22:00,10
2019-12-19 16:15:00,16
2019-12-19 16:16:00,3
2019-12-19 16:20:00,13
2019-12-19 16:21:00,5
2019-12-19 17:15:00,1
2019-12-19 19:25:00,1
2019-12-19 21:30:00,1
2019-12-19 22:20:00,2
2019-12-19 22:30:00,1
