55,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-04-12 00:01:00,1
2019-04-12 00:05:00,1
2019-04-12 00:07:00,1
2019-04-12 00:09:00,1
2019-04-12 00:13:00,1
2019-04-12 00:15:00,1
2019-04-12 00:17:00,1
2019-04-12 00:19:00,1
2019-04-12 00:21:00,1
2019-04-12 00:25:00,1
2019-04-12 00:27:00,1
2019-04-12 00:30:00,1
2019-04-12 00:32:00,1
2019-04-12 00:34:00,1
2019-04-12 00:36:00,1
2019-04-12 00:38:00,1
2019-04-12 00:41:00,1
2019-04-12 00:42:00,1
2019-04-12 00:44:00,1
2019-04-12 00:47:00,1
2019-04-12 00:48:00,1
2019-04-12 00:50:00,1
2019-04-12 00:52:00,1
2019-04-12 04:47:00,1
2019-04-12 04:48:00,1
2019-04-12 04:55:00,1
2019-04-12 04:56:00,1
2019-04-12 04:57:00,1
2019-04-12 04:58:00,1
2019-04-12 05:00:00,1
2019-04-12 05:08:00,2
2019-04-12 05:09:00,1
2019-04-12 05:11:00,1
2019-04-12 07:02:00,1
2019-04-12 07:10:00,1
2019-04-12 07:18:00,1
2019-04-12 07:20:00,1
2019-04-12 07:29:00,1
2019-04-12 07:31:00,1
2019-04-12 23:24:00,1
2019-04-12 23:26:00,1
2019-04-12 23:30:00,1
2019-04-12 23:32:00,1
2019-04-12 23:35:00,1
2019-04-12 23:37:00,1
2019-04-12 23:39:00,1
2019-04-12 23:42:00,1
2019-04-12 23:44:00,1
2019-04-12 23:47:00,1
2019-04-12 23:49:00,1
2019-04-12 23:51:00,1
2019-04-12 23:54:00,1
2019-04-12 23:56:00,1
2019-04-12 23:58:00,1
