173,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-12 00:04:00,1
2019-04-12 00:10:00,1
2019-04-12 00:22:00,1
2019-04-12 00:28:00,1
2019-04-12 00:34:00,1
2019-04-12 00:43:00,1
2019-04-12 00:49:00,1
2019-04-12 01:01:00,1
2019-04-12 01:10:00,1
2019-04-12 01:17:00,1
2019-04-12 04:45:00,2
2019-04-12 04:50:00,2
2019-04-12 06:02:00,1
2019-04-12 06:15:00,4
2019-04-12 06:20:00,1
2019-04-12 08:03:00,1
2019-04-12 08:25:00,1
2019-04-12 08:45:00,1
2019-04-12 08:50:00,1
2019-04-12 08:51:00,1
2019-04-12 09:00:00,2
2019-04-12 09:05:00,1
2019-04-12 09:50:00,7
2019-04-12 09:55:00,6
2019-04-12 10:15:00,11
2019-04-12 10:20:00,3
2019-04-12 10:35:00,1
2019-04-12 10:55:00,7
2019-04-12 11:55:00,12
2019-04-12 12:00:00,2
2019-04-12 12:05:00,1
2019-04-12 12:15:00,3
2019-04-12 12:20:00,1
2019-04-12 12:30:00,1
2019-04-12 12:55:00,1
2019-04-12 13:05:00,14
2019-04-12 13:10:00,1
2019-04-12 13:20:00,3
2019-04-12 13:25:00,1
2019-04-12 13:34:00,1
2019-04-12 13:35:00,11
2019-04-12 13:40:00,2
2019-04-12 13:41:00,1
2019-04-12 13:45:00,3
2019-04-12 13:47:00,1
2019-04-12 13:52:00,1
2019-04-12 13:57:00,1
2019-04-12 14:03:00,1
2019-04-12 14:17:00,1
2019-04-12 14:30:00,1
2019-04-12 14:35:00,6
2019-04-12 14:39:00,1
2019-04-12 14:47:00,1
2019-04-12 14:55:00,1
2019-04-12 15:03:00,1
2019-04-12 15:05:00,9
2019-04-12 15:10:00,1
2019-04-12 15:18:00,1
2019-04-12 15:20:00,8
2019-04-12 15:25:00,5
2019-04-12 15:30:00,1
2019-04-12 15:35:00,1
2019-04-12 17:35:00,1
2019-04-12 17:40:00,1
2019-04-12 17:45:00,2
2019-04-12 17:50:00,2
2019-04-12 19:05:00,2
2019-04-12 19:10:00,2
