1444,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-04-12 17:21:00,1
2019-04-12 18:25:00,1
2019-04-12 18:39:00,3
2019-04-12 18:53:00,12
2019-04-12 18:54:00,3
2019-04-12 18:58:00,4
2019-04-12 18:59:00,13
2019-04-12 19:00:00,13
2019-04-12 19:01:00,14
2019-04-12 19:02:00,4
2019-04-12 19:28:00,3
2019-04-12 20:30:00,3
2019-04-12 20:31:00,16
2019-04-12 20:32:00,15
2019-04-12 20:33:00,4
2019-04-12 20:35:00,15
2019-04-12 20:36:00,16
2019-04-12 20:37:00,12
2019-04-12 20:38:00,15
2019-04-12 20:39:00,7
2019-04-12 21:13:00,4
2019-04-12 21:14:00,10
2019-04-12 21:15:00,3
2019-04-12 21:16:00,5
2019-04-12 21:17:00,5
2019-04-12 21:18:00,5
2019-04-12 21:19:00,5
2019-04-12 21:20:00,5
2019-04-12 21:21:00,5
2019-04-12 21:22:00,10
2019-04-12 21:23:00,14
2019-04-12 21:24:00,12
2019-04-12 21:29:00,3
2019-04-12 21:30:00,15
2019-04-12 21:31:00,14
2019-04-12 21:32:00,15
2019-04-12 21:33:00,13
2019-04-12 21:34:00,15
2019-04-12 21:35:00,12
2019-04-12 21:36:00,16
2019-04-12 21:37:00,16
2019-04-12 21:38:00,15
2019-04-12 21:39:00,12
2019-04-12 21:40:00,13
2019-04-12 21:41:00,16
2019-04-12 21:42:00,16
2019-04-12 21:43:00,16
2019-04-12 21:44:00,16
2019-04-12 21:45:00,16
2019-04-12 21:46:00,15
2019-04-12 21:47:00,15
2019-04-12 21:48:00,15
2019-04-12 21:49:00,7
2019-04-12 21:50:00,7
2019-04-12 21:51:00,8
2019-04-12 21:52:00,6
2019-04-12 21:53:00,5
2019-04-12 21:54:00,7
2019-04-12 21:55:00,8
2019-04-12 21:56:00,8
2019-04-12 21:57:00,8
2019-04-12 21:58:00,7
2019-04-12 21:59:00,8
2019-04-12 22:00:00,6
2019-04-12 22:01:00,8
2019-04-12 22:02:00,8
2019-04-12 22:03:00,7
2019-04-12 22:04:00,14
2019-04-12 22:05:00,14
2019-04-12 22:06:00,15
2019-04-12 22:07:00,14
2019-04-12 22:08:00,14
2019-04-12 22:09:00,16
2019-04-12 22:10:00,13
2019-04-12 22:11:00,15
2019-04-12 22:12:00,16
2019-04-12 22:13:00,15
2019-04-12 22:14:00,8
2019-04-12 22:15:00,3
2019-04-12 22:16:00,4
2019-04-12 22:17:00,3
2019-04-12 22:18:00,8
2019-04-12 22:19:00,4
2019-04-12 22:20:00,5
2019-04-12 22:21:00,10
2019-04-12 22:22:00,16
2019-04-12 22:23:00,15
2019-04-12 22:24:00,16
2019-04-12 22:25:00,16
2019-04-12 22:26:00,15
2019-04-12 22:27:00,14
2019-04-12 22:28:00,17
2019-04-12 22:29:00,13
2019-04-12 22:30:00,15
2019-04-12 22:31:00,11
2019-04-12 22:32:00,4
2019-04-12 22:33:00,3
2019-04-12 22:34:00,4
2019-04-12 22:35:00,3
2019-04-12 22:36:00,3
2019-04-12 22:37:00,2
2019-04-12 22:38:00,2
2019-04-12 22:39:00,3
2019-04-12 22:40:00,4
2019-04-12 22:41:00,4
2019-04-12 22:42:00,4
2019-04-12 22:43:00,3
2019-04-12 22:44:00,4
2019-04-12 22:45:00,5
2019-04-12 22:46:00,3
2019-04-12 22:47:00,4
2019-04-12 22:48:00,4
2019-04-12 22:49:00,3
2019-04-12 22:50:00,4
2019-04-12 22:51:00,4
2019-04-12 22:52:00,4
2019-04-12 22:53:00,4
2019-04-12 22:54:00,4
2019-04-12 22:55:00,4
2019-04-12 22:56:00,3
2019-04-12 22:57:00,4
2019-04-12 22:58:00,4
2019-04-12 22:59:00,4
2019-04-12 23:00:00,4
2019-04-12 23:01:00,3
2019-04-12 23:02:00,3
2019-04-12 23:03:00,4
2019-04-12 23:04:00,3
2019-04-12 23:05:00,3
2019-04-12 23:06:00,7
2019-04-12 23:07:00,12
2019-04-12 23:08:00,10
2019-04-12 23:09:00,9
2019-04-12 23:10:00,11
2019-04-12 23:11:00,11
2019-04-12 23:12:00,11
2019-04-12 23:13:00,12
2019-04-12 23:14:00,11
2019-04-12 23:15:00,13
2019-04-12 23:16:00,11
2019-04-12 23:17:00,13
2019-04-12 23:18:00,11
2019-04-12 23:19:00,11
2019-04-12 23:20:00,11
2019-04-12 23:21:00,11
2019-04-12 23:22:00,11
2019-04-12 23:23:00,10
2019-04-12 23:24:00,4
2019-04-12 23:25:00,4
2019-04-12 23:26:00,5
2019-04-12 23:27:00,4
2019-04-12 23:28:00,3
2019-04-12 23:29:00,4
2019-04-12 23:30:00,4
2019-04-12 23:31:00,3
2019-04-12 23:32:00,4
2019-04-12 23:33:00,4
2019-04-12 23:34:00,4
2019-04-12 23:35:00,3
2019-04-12 23:36:00,3
2019-04-12 23:37:00,4
2019-04-12 23:38:00,4
2019-04-12 23:39:00,4
2019-04-12 23:40:00,4
2019-04-12 23:41:00,4
2019-04-12 23:42:00,2
2019-04-12 23:43:00,4
2019-04-12 23:44:00,4
2019-04-12 23:45:00,4
