1107,select * from PhotoObjAll where objId=#
2019-04-12 02:52:00,3
2019-04-12 02:54:00,2
2019-04-12 02:55:00,1
2019-04-12 02:56:00,3
2019-04-12 02:58:00,1
2019-04-12 02:59:00,2
2019-04-12 03:01:00,1
2019-04-12 03:02:00,2
2019-04-12 03:03:00,1
2019-04-12 03:07:00,2
2019-04-12 03:08:00,1
2019-04-12 03:16:00,1
2019-04-12 03:19:00,3
2019-04-12 03:22:00,1
2019-04-12 03:29:00,2
2019-04-12 03:30:00,3
2019-04-12 03:31:00,2
2019-04-12 03:33:00,3
2019-04-12 03:34:00,1
2019-04-12 03:35:00,2
2019-04-12 03:36:00,1
2019-04-12 03:37:00,1
2019-04-12 03:39:00,2
2019-04-12 03:40:00,1
2019-04-12 03:42:00,1
2019-04-12 03:43:00,1
2019-04-12 03:44:00,1
2019-04-12 03:46:00,1
2019-04-12 03:47:00,1
2019-04-12 03:49:00,1
2019-04-12 03:51:00,1
2019-04-12 03:53:00,1
2019-04-12 03:54:00,1
2019-04-12 03:59:00,2
2019-04-12 04:00:00,1
2019-04-12 04:01:00,1
2019-04-12 04:02:00,1
2019-04-12 04:05:00,1
2019-04-12 04:06:00,3
2019-04-12 04:07:00,1
2019-04-12 04:08:00,1
2019-04-12 04:09:00,1
2019-04-12 04:11:00,1
2019-04-12 04:12:00,3
2019-04-12 04:13:00,1
2019-04-12 04:14:00,1
2019-04-12 04:15:00,1
2019-04-12 04:16:00,1
2019-04-12 04:18:00,1
2019-04-12 04:19:00,1
2019-04-12 04:22:00,2
2019-04-12 04:23:00,2
2019-04-12 04:24:00,2
2019-04-12 04:25:00,2
2019-04-12 04:26:00,1
2019-04-12 04:28:00,1
2019-04-12 04:29:00,1
2019-04-12 04:32:00,2
2019-04-12 04:33:00,2
2019-04-12 04:34:00,1
2019-04-12 04:38:00,2
2019-04-12 04:39:00,1
2019-04-12 04:40:00,1
2019-04-12 04:41:00,1
2019-04-12 04:42:00,2
2019-04-12 04:43:00,2
2019-04-12 04:47:00,2
2019-04-12 04:49:00,1
2019-04-12 04:52:00,2
2019-04-12 04:53:00,2
2019-04-12 04:54:00,1
2019-04-12 04:55:00,1
2019-04-12 04:56:00,2
2019-04-12 04:57:00,1
2019-04-12 04:59:00,1
2019-04-12 05:00:00,2
2019-04-12 05:03:00,3
2019-04-12 05:04:00,1
2019-04-12 05:05:00,1
2019-04-12 05:14:00,1
2019-04-12 05:18:00,1
2019-04-12 05:19:00,3
2019-04-12 05:22:00,4
2019-04-12 05:25:00,1
2019-04-12 05:26:00,1
2019-04-12 05:27:00,1
2019-04-12 05:29:00,2
2019-04-12 05:30:00,1
2019-04-12 05:40:00,2
2019-04-12 05:41:00,1
2019-04-12 05:43:00,1
2019-04-12 05:48:00,1
2019-04-12 05:50:00,2
2019-04-12 05:53:00,1
2019-04-12 05:54:00,3
2019-04-12 05:55:00,3
2019-04-12 05:56:00,1
2019-04-12 05:59:00,1
2019-04-12 06:00:00,1
2019-04-12 06:02:00,2
2019-04-12 06:03:00,1
2019-04-12 06:05:00,2
2019-04-12 06:06:00,1
2019-04-12 06:07:00,1
2019-04-12 06:09:00,1
2019-04-12 06:10:00,1
2019-04-12 06:12:00,1
2019-04-12 06:15:00,1
2019-04-12 06:16:00,2
2019-04-12 06:18:00,1
2019-04-12 06:22:00,1
2019-04-12 06:23:00,2
2019-04-12 06:24:00,1
2019-04-12 06:28:00,6
2019-04-12 06:29:00,2
2019-04-12 06:32:00,2
2019-04-12 06:33:00,1
2019-04-12 06:37:00,2
2019-04-12 06:39:00,1
2019-04-12 06:41:00,2
2019-04-12 06:42:00,1
2019-04-12 06:43:00,1
2019-04-12 06:45:00,1
2019-04-12 06:49:00,2
2019-04-12 06:51:00,2
2019-04-12 06:54:00,2
2019-04-12 06:56:00,1
2019-04-12 06:58:00,1
2019-04-12 07:00:00,3
2019-04-12 07:01:00,1
2019-04-12 07:03:00,2
2019-04-12 07:04:00,2
2019-04-12 07:05:00,1
2019-04-12 07:06:00,5
2019-04-12 07:09:00,2
2019-04-12 07:11:00,2
2019-04-12 07:12:00,1
2019-04-12 07:13:00,1
2019-04-12 07:14:00,1
2019-04-12 07:15:00,1
2019-04-12 07:16:00,2
2019-04-12 07:18:00,4
2019-04-12 07:20:00,1
2019-04-12 07:21:00,2
2019-04-12 07:22:00,1
2019-04-12 07:24:00,1
2019-04-12 07:27:00,1
2019-04-12 07:28:00,1
2019-04-12 07:29:00,1
2019-04-12 07:31:00,1
2019-04-12 07:35:00,2
