62,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-04-12 03:58:00,3
2019-04-12 03:59:00,4
2019-04-12 04:00:00,8
2019-04-12 04:01:00,8
2019-04-12 04:02:00,7
2019-04-12 04:03:00,6
2019-04-12 04:04:00,3
2019-04-12 04:07:00,1
2019-04-12 04:08:00,2
2019-04-12 04:09:00,1
2019-04-12 04:10:00,2
2019-04-12 04:11:00,1
2019-04-12 05:07:00,2
2019-04-12 05:08:00,2
2019-04-12 05:09:00,2
2019-04-12 05:10:00,2
2019-04-12 05:11:00,2
2019-04-12 05:12:00,2
2019-04-12 05:13:00,2
2019-04-12 05:14:00,1
2019-04-12 05:15:00,1
