35,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-04-04 01:53:00,1
2019-04-04 02:34:00,1
2019-04-04 04:23:00,1
2019-04-04 04:33:00,4
2019-04-04 04:34:00,13
2019-04-04 04:35:00,1
2019-04-04 05:03:00,2
2019-04-04 05:50:00,1
2019-04-04 10:08:00,1
2019-04-04 10:34:00,1
2019-04-04 14:40:00,1
2019-04-04 19:30:00,1
2019-04-04 20:00:00,2
2019-04-04 21:57:00,1
2019-04-04 22:32:00,1
2019-04-04 22:39:00,1
2019-04-04 23:13:00,1
2019-04-04 23:53:00,1
