2127,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-04-04 00:04:00,12
2019-04-04 00:05:00,30
2019-04-04 00:06:00,31
2019-04-04 00:07:00,12
2019-04-04 00:08:00,28
2019-04-04 00:09:00,3
2019-04-04 00:13:00,9
2019-04-04 00:14:00,32
2019-04-04 00:15:00,33
2019-04-04 00:16:00,33
2019-04-04 00:20:00,7
2019-04-04 00:21:00,33
2019-04-04 00:22:00,33
2019-04-04 00:23:00,14
2019-04-04 01:19:00,3
2019-04-04 16:14:00,5
2019-04-04 16:15:00,24
2019-04-04 16:16:00,31
2019-04-04 16:17:00,1
2019-04-04 16:23:00,13
2019-04-04 16:24:00,31
2019-04-04 16:25:00,2
2019-04-04 16:28:00,1
2019-04-04 16:29:00,33
2019-04-04 16:30:00,33
2019-04-04 16:31:00,27
2019-04-04 16:32:00,25
2019-04-04 16:33:00,29
2019-04-04 16:34:00,32
2019-04-04 16:35:00,31
2019-04-04 16:36:00,31
2019-04-04 16:37:00,22
2019-04-04 16:56:00,37
2019-04-04 16:57:00,45
2019-04-04 16:58:00,47
2019-04-04 16:59:00,47
2019-04-04 17:00:00,45
2019-04-04 17:01:00,47
2019-04-04 17:02:00,46
2019-04-04 17:03:00,40
2019-04-04 17:04:00,34
2019-04-04 17:05:00,24
2019-04-04 17:06:00,38
2019-04-04 17:07:00,44
2019-04-04 17:08:00,46
2019-04-04 17:09:00,46
2019-04-04 17:10:00,46
2019-04-04 17:11:00,44
2019-04-04 17:12:00,34
2019-04-04 17:13:00,40
2019-04-04 17:14:00,45
2019-04-04 17:15:00,43
2019-04-04 17:16:00,28
2019-04-04 17:17:00,1
2019-04-04 17:25:00,7
2019-04-04 17:26:00,50
2019-04-04 17:27:00,41
2019-04-04 17:28:00,42
2019-04-04 17:29:00,6
2019-04-04 17:32:00,7
2019-04-04 17:33:00,21
2019-04-04 18:08:00,4
2019-04-04 18:09:00,4
2019-04-04 18:12:00,4
2019-04-04 18:23:00,5
2019-04-04 18:24:00,5
2019-04-04 18:27:00,6
2019-04-04 19:52:00,3
2019-04-04 19:55:00,3
2019-04-04 21:12:00,3
2019-04-04 21:14:00,24
2019-04-04 21:15:00,37
2019-04-04 21:16:00,12
2019-04-04 21:17:00,15
2019-04-04 21:18:00,9
2019-04-04 21:24:00,8
2019-04-04 21:25:00,5
2019-04-04 21:26:00,5
2019-04-04 21:27:00,3
2019-04-04 21:32:00,4
2019-04-04 21:33:00,4
2019-04-04 21:37:00,6
2019-04-04 21:38:00,7
2019-04-04 21:46:00,4
2019-04-04 21:47:00,30
2019-04-04 21:48:00,30
2019-04-04 21:49:00,29
2019-04-04 21:50:00,26
2019-04-04 21:51:00,20
2019-04-04 21:52:00,24
2019-04-04 21:53:00,27
2019-04-04 21:54:00,25
2019-04-04 21:55:00,11
