69,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-04-04 04:15:00,5
2019-04-04 04:19:00,6
2019-04-04 04:25:00,3
2019-04-04 04:28:00,1
2019-04-04 04:29:00,1
2019-04-04 04:32:00,2
2019-04-04 04:45:00,5
2019-04-04 04:47:00,3
2019-04-04 04:48:00,3
2019-04-04 04:50:00,2
2019-04-04 04:51:00,3
2019-04-04 04:54:00,2
2019-04-04 08:45:00,4
2019-04-04 08:48:00,2
2019-04-04 08:49:00,2
2019-04-04 08:53:00,2
2019-04-04 08:55:00,2
2019-04-04 08:59:00,2
2019-04-04 09:04:00,2
2019-04-04 09:09:00,4
2019-04-04 09:15:00,1
2019-04-04 09:47:00,2
2019-04-04 09:48:00,2
2019-04-04 09:50:00,2
2019-04-04 09:51:00,2
2019-04-04 09:54:00,2
2019-04-04 09:56:00,2
